arm,seed,step,loss,loss_r,loss_ic,loss_bc,rel_l2,w_ic,w_bc,gnorm_r,gnorm_ic,gnorm_bc
sym_w=10,1,1750,5.357936e-03,6.914981e-04,3.942371e-04,7.240673e-05,9.105223e-03,1.000000e+01,1.000000e+01,5.458090e-02,6.295652e-02,6.033863e-02
sym_w=10,1,2000,3.173406e-03,5.502258e-04,2.120329e-04,5.028513e-05,6.137574e-03,1.000000e+01,1.000000e+01,2.304783e-02,3.951053e-02,4.296796e-02
sym_w=10,1,2250,1.811801e-03,4.200913e-04,1.064426e-04,3.272831e-05,4.379393e-03,1.000000e+01,1.000000e+01,4.016744e-02,2.289251e-02,2.420925e-02
sym_w=10,1,2500,1.283280e-03,3.548091e-04,6.844036e-05,2.440673e-05,3.589243e-03,1.000000e+01,1.000000e+01,4.115209e-02,1.531850e-02,1.649654e-02
sym_w=10,1,2750,3.244635e-02,4.290738e-04,1.281586e-03,1.920141e-03,8.744091e-02,1.000000e+01,1.000000e+01,8.032184e-02,5.299127e-01,6.350747e-01
sym_w=10,1,3000,1.488296e-03,2.544762e-04,6.066286e-05,6.271913e-05,2.351340e-02,1.000000e+01,1.000000e+01,7.340966e-02,4.337342e-02,8.800070e-02
sym_w=10,2,0,7.544192e+00,5.608844e-02,7.359090e-01,1.290135e-02,7.446586e-01,1.000000e+01,1.000000e+01,1.755568e+00,4.826723e+00,4.108712e-01
sym_w=10,2,250,5.884919e-02,1.573877e-02,3.950579e-03,3.604630e-04,5.420297e-02,1.000000e+01,1.000000e+01,4.480633e-01,1.077513e-01,2.329189e-01
sym_w=10,2,500,3.457861e-02,7.028845e-03,2.380433e-03,3.745435e-04,3.691630e-02,1.000000e+01,1.000000e+01,3.334514e-01,1.159457e-01,2.162665e-01
sym_w=10,2,750,2.673837e-02,5.202322e-03,1.930384e-03,2.232205e-04,3.017043e-02,1.000000e+01,1.000000e+01,2.936934e-01,1.443044e-01,1.418648e-01
sym_w=10,2,1000,2.117464e-02,4.224455e-03,1.450056e-03,2.449627e-04,2.523436e-02,1.000000e+01,1.000000e+01,2.888858e-01,9.253065e-02,1.598036e-01
sym_w=10,2,1250,1.672510e-02,2.545696e-03,1.022801e-03,3.951397e-04,2.966460e-02,1.000000e+01,1.000000e+01,1.774547e-01,5.600823e-02,2.482191e-01
sym_w=10,2,1500,9.009843e-03,1.444227e-03,6.631948e-04,9.336674e-05,1.359216e-02,1.000000e+01,1.000000e+01,1.280620e-01,7.507069e-02,7.217637e-02
sym_w=10,2,1750,4.542599e-03,7.526373e-04,3.219433e-04,5.705280e-05,7.584523e-03,1.000000e+01,1.000000e+01,4.329011e-02,4.035338e-02,4.412118e-02
sym_w=10,2,2000,2.370123e-03,5.426127e-04,1.501838e-04,3.256723e-05,5.155219e-03,1.000000e+01,1.000000e+01,2.622590e-02,2.046559e-02,2.147164e-02
sym_w=10,2,2250,1.156909e-02,8.094962e-04,4.761124e-04,5.998468e-04,5.439305e-02,1.000000e+01,1.000000e+01,1.010681e-01,2.795752e-01,3.357394e-01
sym_w=10,2,2500,9.654741e-04,3.138402e-04,5.024015e-05,1.492325e-05,3.681667e-03,1.000000e+01,1.000000e+01,3.338468e-02,3.362082e-03,4.687692e-03
sym_w=10,2,2750,7.764967e-04,2.835510e-04,3.670555e-05,1.258902e-05,3.398433e-03,1.000000e+01,1.000000e+01,2.834543e-02,1.697900e-03,3.120887e-03
sym_w=10,2,3000,6.136005e-04,2.268030e-04,2.737437e-05,1.130538e-05,3.472838e-03,1.000000e+01,1.000000e+01,2.865091e-02,2.476058e-03,5.738261e-03
sym_w=100,0,0,5.399924e+01,8.854827e-02,5.196859e-01,1.942101e-02,7.873622e-01,1.000000e+02,1.000000e+02,2.125204e+00,4.032662e+00,6.365021e-01
sym_w=100,0,250,4.325375e-01,1.160935e-01,2.935619e-03,2.288207e-04,7.344556e-02,1.000000e+02,1.000000e+02,1.846138e+00,7.268506e-02,6.355504e-02
sym_w=100,0,500,2.214822e-01,3.745376e-02,1.599777e-03,2.405071e-04,6.335850e-02,1.000000e+02,1.000000e+02,1.113072e+00,9.274733e-02,8.283799e-02
sym_w=100,0,750,1.810668e-01,3.070080e-02,1.229331e-03,2.743290e-04,5.884216e-02,1.000000e+02,1.000000e+02,9.756463e-01,1.720011e-02,1.416705e-01
sym_w=100,0,1000,1.408181e-01,2.534805e-02,1.000343e-03,1.543574e-04,5.546954e-02,1.000000e+02,1.000000e+02,8.624071e-01,7.122781e-02,6.687010e-02
sym_w=100,0,1250,1.596955e-01,2.121316e-02,9.264184e-04,4.584055e-04,6.024101e-02,1.000000e+02,1.000000e+02,7.650567e-01,1.439537e-01,2.668513e-01
sym_w=100,0,1500,8.699788e-02,2.020001e-02,5.788756e-04,8.910316e-05,5.591255e-02,1.000000e+02,1.000000e+02,8.694742e-01,5.511557e-02,5.354486e-02
sym_w=100,0,1750,6.869756e-02,1.836166e-02,4.442371e-04,5.912182e-05,6.232787e-02,1.000000e+02,1.000000e+02,9.378433e-01,6.492417e-02,3.259598e-02
sym_w=100,0,2000,5.145194e-02,1.679976e-02,2.959798e-04,5.054206e-05,5.589031e-02,1.000000e+02,1.000000e+02,9.148408e-01,2.917596e-02,5.128448e-02
sym_w=100,0,2250,3.586179e-02,1.295568e-02,1.997378e-04,2.932323e-05,4.574100e-02,1.000000e+02,1.000000e+02,7.131875e-01,3.446941e-02,3.322649e-02
sym_w=100,0,2500,2.657192e-02,1.139652e-02,1.324209e-04,1.933302e-05,4.114242e-02,1.000000e+02,1.000000e+02,6.503112e-01,2.805107e-02,2.678310e-02
sym_w=100,0,2750,2.014289e-02,9.055099e-03,9.595141e-05,1.492647e-05,3.636465e-02,1.000000e+02,1.000000e+02,5.907462e-01,1.991598e-02,2.779483e-02
sym_w=100,0,3000,1.502512e-02,7.738893e-03,6.327049e-05,9.591830e-06,3.108010e-02,1.000000e+02,1.000000e+02,5.384917e-01,1.909258e-02,1.892144e-02
sym_w=100,1,0,6.999731e+01,2.589028e-02,6.840348e-01,1.567944e-02,7.188877e-01,1.000000e+02,1.000000e+02,1.390463e+00,5.149986e+00,1.087909e+00
sym_w=100,1,250,4.484040e-01,1.213470e-01,2.998653e-03,2.719157e-04,1.390345e-01,1.000000e+02,1.000000e+02,1.742736e+00,6.397700e-02,1.590943e-01
sym_w=100,1,500,2.875322e-01,4.101960e-02,2.082902e-03,3.822246e-04,9.229944e-02,1.000000e+02,1.000000e+02,1.024410e+00,1.271589e-01,1.102807e-01
sym_w=100,1,750,2.389778e-01,2.669560e-02,1.859013e-03,2.638090e-04,5.727236e-02,1.000000e+02,1.000000e+02,7.923940e-01,2.310839e-01,2.662261e-02
sym_w=100,1,1000,1.801370e-01,2.151493e-02,1.335535e-03,2.506861e-04,6.060500e-02,1.000000e+02,1.000000e+02,7.217065e-01,9.055245e-02,8.992571e-02
sym_w=100,1,1250,1.676148e-01,2.399416e-02,1.070711e-03,3.654959e-04,4.958256e-02,1.000000e+02,1.000000e+02,9.890986e-01,1.079000e-01,1.550079e-01
sym_w=100,1,1500,1.218721e-01,1.773636e-02,8.640565e-04,1.773007e-04,5.667510e-02,1.000000e+02,1.000000e+02,6.905545e-01,4.622865e-02,8.912519e-02
sym_w=100,1,1750,1.732872e-01,1.965339e-02,1.183599e-03,3.527397e-04,3.705477e-02,1.000000e+02,1.000000e+02,9.322410e-01,3.458975e-01,2.048732e-01
sym_w=100,1,2000,6.612071e-02,1.316414e-02,4.521039e-04,7.746171e-05,4.517067e-02,1.000000e+02,1.000000e+02,6.348552e-01,5.837463e-02,4.324475e-02
sym_w=100,1,2250,4.537753e-02,1.100022e-02,2.918529e-04,5.192012e-05,4.331586e-02,1.000000e+02,1.000000e+02,5.977290e-01,4.071739e-02,3.973951e-02
sym_w=100,1,2500,3.922290e-02,8.518663e-03,2.121072e-04,9.493515e-05,3.825840e-02,1.000000e+02,1.000000e+02,6.483358e-01,5.575460e-02,1.158485e-01
sym_w=100,1,2750,3.401358e-02,7.784913e-03,2.014723e-04,6.081441e-05,4.903934e-02,1.000000e+02,1.000000e+02,6.807804e-01,1.254264e-01,7.795721e-02
sym_w=100,1,3000,1.161826e-02,2.966582e-03,6.655454e-05,1.996224e-05,1.616325e-02,1.000000e+02,1.000000e+02,1.678979e-01,1.131197e-02,3.914998e-02
sym_w=100,2,0,7.493713e+01,5.608844e-02,7.359090e-01,1.290135e-02,7.289001e-01,1.000000e+02,1.000000e+02,1.755568e+00,4.826723e+00,4.108712e-01
sym_w=100,2,250,4.323592e-01,1.071966e-01,2.894922e-03,3.567039e-04,1.067217e-01,1.000000e+02,1.000000e+02,2.185245e+00,1.000572e-01,8.483509e-02
sym_w=100,2,500,2.590377e-01,4.400319e-02,1.858242e-03,2.921031e-04,8.605024e-02,1.000000e+02,1.000000e+02,1.494059e+00,1.025468e-01,8.082148e-02
sym_w=100,2,750,2.023651e-01,3.360335e-02,1.466995e-03,2.206219e-04,6.170087e-02,1.000000e+02,1.000000e+02,1.041970e+00,7.173072e-02,7.218977e-02
sym_w=100,2,1000,1.649826e-01,2.892284e-02,1.197795e-03,1.628028e-04,5.560321e-02,1.000000e+02,1.000000e+02,8.816314e-01,6.745474e-02,6.014484e-02
sym_w=100,2,1250,1.384309e-01,2.723485e-02,9.826120e-04,1.293483e-04,5.742233e-02,1.000000e+02,1.000000e+02,8.992411e-01,5.126013e-02,5.979373e-02
sym_w=100,2,1500,1.108011e-01,2.404423e-02,7.759058e-04,9.166256e-05,5.371836e-02,1.000000e+02,1.000000e+02,8.591480e-01,4.992826e-02,4.818558e-02
sym_w=100,2,1750,8.821350e-02,2.239707e-02,5.940896e-04,6.407466e-05,5.526940e-02,1.000000e+02,1.000000e+02,8.756775e-01,4.321533e-02,4.164509e-02
sym_w=100,2,2000,7.825278e-02,2.273577e-02,4.600388e-04,9.513130e-05,6.804268e-02,1.000000e+02,1.000000e+02,1.077792e+00,4.664414e-02,9.047139e-02
sym_w=100,2,2250,5.559314e-02,1.643853e-02,3.527194e-04,3.882666e-05,4.715378e-02,1.000000e+02,1.000000e+02,8.962544e-01,1.059017e-01,5.455384e-02
sym_w=100,2,2500,3.277489e-02,1.400819e-02,1.725662e-04,1.510081e-05,4.765137e-02,1.000000e+02,1.000000e+02,7.786875e-01,2.509753e-02,2.337218e-02
sym_w=100,2,2750,2.427459e-02,1.099602e-02,1.102181e-04,2.256763e-05,3.921542e-02,1.000000e+02,1.000000e+02,6.898093e-01,1.418002e-02,5.061188e-02
sym_w=100,2,3000,1.554082e-02,8.298582e-03,6.751124e-05,4.911168e-06,3.831692e-02,1.000000e+02,1.000000e+02,5.897050e-01,2.777608e-02,6.809150e-03
ic_only_w=0.1,0,0,1.599379e-01,8.854827e-02,5.196859e-01,1.942101e-02,7.552464e-01,1.000000e-01,1.000000e+00,2.125204e+00,4.032662e+00,6.365021e-01
ic_only_w=0.1,0,250,2.076550e-02,2.125668e-03,1.492230e-01,3.717530e-03,3.839309e-01,1.000000e-01,1.000000e+00,6.075161e-02,2.273221e+00,2.524800e-01
ic_only_w=0.1,0,500,2.993215e-03,5.270218e-04,1.686226e-02,7.799671e-04,9.849382e-02,1.000000e-01,1.000000e+00,1.021164e-01,3.963028e-01,2.301338e-01
ic_only_w=0.1,0,750,1.236035e-03,2.445878e-04,7.371509e-03,2.542964e-04,5.534721e-02,1.000000e-01,1.000000e+00,4.625190e-02,1.534825e-01,1.112689e-01
ic_only_w=0.1,0,1000,6.126392e-03,5.775280e-04,7.439028e-03,4.804961e-03,1.764801e-01,1.000000e-01,1.000000e+00,2.134852e-01,6.922472e-01,9.589221e-01
ic_only_w=0.1,0,1250,7.125629e-04,1.311581e-04,5.113786e-03,7.002617e-05,3.873433e-02,1.000000e-01,1.000000e+00,1.653017e-02,2.559414e-01,1.856254e-02
ic_only_w=0.1,0,1500,7.068503e-04,1.279994e-04,5.003376e-03,7.851331e-05,3.861862e-02,1.000000e-01,1.000000e+00,4.027832e-02,2.674558e-01,5.363484e-02
ic_only_w=0.1,0,1750,5.835653e-04,9.841523e-05,4.286255e-03,5.652466e-05,3.635262e-02,1.000000e-01,1.000000e+00,1.330010e-02,2.357554e-01,3.772710e-02
ic_only_w=0.1,0,2000,1.305355e-02,1.450671e-03,1.789889e-02,9.812988e-03,1.150836e-01,1.000000e-01,1.000000e+00,3.539067e-01,1.800792e+00,1.297607e+00
ic_only_w=0.1,0,2250,4.921886e-04,8.294913e-05,3.799117e-03,2.932770e-05,3.273360e-02,1.000000e-01,1.000000e+00,1.807325e-02,2.347395e-01,1.637606e-02
ic_only_w=0.1,0,2500,2.140417e-03,7.317046e-04,3.286400e-03,1.080072e-03,4.179513e-02,1.000000e-01,1.000000e+00,2.419815e-01,1.075175e-01,3.785401e-01
ic_only_w=0.1,0,2750,8.322088e-04,1.741142e-04,2.969868e-03,3.611078e-04,6.750247e-02,1.000000e-01,1.000000e+00,9.327925e-02,1.394174e-01,2.236838e-01
ic_only_w=0.1,0,3000,9.143261e-04,2.336559e-04,3.208839e-03,3.597862e-04,3.656964e-02,1.000000e-01,1.000000e+00,1.217878e-01,8.383360e-02,2.207021e-01
ic_only_w=0.1,1,0,1.099732e-01,2.589028e-02,6.840348e-01,1.567944e-02,6.759544e-01,1.000000e-01,1.000000e+00,1.390463e+00,5.149986e+00,1.087909e+00
ic_only_w=0.1,1,250,8.171433e-03,1.099428e-03,5.776234e-02,1.295771e-03,1.698086e-01,1.000000e-01,1.000000e+00,4.407218e-02,8.541187e-01,8.566755e-02
ic_only_w=0.1,1,500,2.274302e-03,5.016176e-04,1.263126e-02,5.095585e-04,7.008191e-02,1.000000e-01,1.000000e+00,2.000271e-02,2.185694e-01,2.742150e-02
ic_only_w=0.1,1,750,1.124218e-03,2.612960e-04,6.505677e-03,2.123544e-04,4.785229e-02,1.000000e-01,1.000000e+00,2.611879e-02,2.807473e-01,3.849551e-02
ic_only_w=0.1,1,1000,8.251147e-04,1.881771e-04,5.153918e-03,1.215457e-04,4.197082e-02,1.000000e-01,1.000000e+00,2.053704e-02,3.034659e-01,3.761495e-02
ic_only_w=0.1,1,1250,7.026035e-04,1.557316e-04,4.600748e-03,8.679714e-05,3.877644e-02,1.000000e-01,1.000000e+00,1.734746e-02,2.819130e-01,3.397632e-02
ic_only_w=0.1,1,1500,6.231476e-04,1.315379e-04,4.260838e-03,6.552585e-05,3.648969e-02,1.000000e-01,1.000000e+00,1.725762e-02,2.771382e-01,2.379949e-02
ic_only_w=0.1,1,1750,5.491729e-04,1.092489e-04,3.897464e-03,5.017765e-05,3.463098e-02,1.000000e-01,1.000000e+00,1.409365e-02,2.556960e-01,2.882725e-02
ic_only_w=0.1,1,2000,1.419527e-02,1.765496e-03,1.732202e-02,1.069758e-02,9.070305e-02,1.000000e-01,1.000000e+00,3.680477e-01,1.819985e+00,1.432272e+00
ic_only_w=0.1,1,2250,4.228587e-04,7.531432e-05,3.243434e-03,2.320091e-05,3.065903e-02,1.000000e-01,1.000000e+00,1.070635e-02,2.218883e-01,2.361366e-02
ic_only_w=0.1,1,2500,3.784473e-04,6.644716e-05,2.948668e-03,1.713337e-05,2.900893e-02,1.000000e-01,1.000000e+00,9.971394e-03,2.032015e-01,2.480770e-02
ic_only_w=0.1,1,2750,3.421405e-04,5.725913e-05,2.735507e-03,1.133065e-05,2.754590e-02,1.000000e-01,1.000000e+00,7.659553e-03,1.947544e-01,2.004652e-02
ic_only_w=0.1,1,3000,3.097031e-04,4.658027e-05,2.528677e-03,1.025518e-05,2.647359e-02,1.000000e-01,1.000000e+00,7.259263e-03,1.931225e-01,1.984447e-02
ic_only_w=0.1,2,0,1.425807e-01,5.608844e-02,7.359090e-01,1.290135e-02,1.160894e+00,1.000000e-01,1.000000e+00,1.755568e+00,4.826723e+00,4.108712e-01
ic_only_w=0.1,2,250,1.003004e-02,2.540374e-03,5.684832e-02,1.804838e-03,1.786476e-01,1.000000e-01,1.000000e+00,4.296937e-02,7.349697e-01,1.652345e-01
ic_only_w=0.1,2,500,1.858330e-03,3.106328e-04,1.163862e-02,3.838355e-04,8.119932e-02,1.000000e-01,1.000000e+00,5.879836e-02,2.162865e-01,7.952720e-02
ic_only_w=0.1,2,750,1.039127e-03,1.820502e-04,7.206165e-03,1.364600e-04,4.567754e-02,1.000000e-01,1.000000e+00,2.897624e-02,2.935384e-01,3.826977e-02
ic_only_w=0.1,2,1000,8.852366e-04,1.629216e-04,6.100586e-03,1.122564e-04,4.151023e-02,1.000000e-01,1.000000e+00,3.076638e-02,3.362027e-01,4.620895e-02
ic_only_w=0.1,2,1250,8.151279e-04,1.418763e-04,5.754591e-03,9.779239e-05,3.958489e-02,1.000000e-01,1.000000e+00,2.991244e-02,3.526109e-01,3.123412e-02
ic_only_w=0.1,2,1500,7.631356e-04,1.364806e-04,5.443664e-03,8.228864e-05,3.881555e-02,1.000000e-01,1.000000e+00,3.011763e-02,2.811242e-01,3.743335e-02
ic_only_w=0.1,2,1750,6.840991e-04,1.187843e-04,4.963891e-03,6.892572e-05,3.614810e-02,1.000000e-01,1.000000e+00,2.130324e-02,3.102622e-01,3.574944e-02
ic_only_w=0.1,2,2000,6.312156e-04,1.072303e-04,4.643787e-03,5.960664e-05,3.491614e-02,1.000000e-01,1.000000e+00,2.254704e-02,2.952217e-01,3.829296e-02
ic_only_w=0.1,2,2250,5.786167e-04,1.005209e-04,4.349946e-03,4.310119e-05,3.311267e-02,1.000000e-01,1.000000e+00,1.689372e-02,2.755341e-01,3.059984e-02
ic_only_w=0.1,2,2500,7.557395e-03,3.798170e-03,4.132124e-03,3.346013e-03,6.864590e-02,1.000000e-01,1.000000e+00,6.674302e-01,1.164393e-01,6.456262e-01
ic_only_w=0.1,2,2750,4.913374e-04,8.388503e-05,3.816761e-03,2.577630e-05,3.051332e-02,1.000000e-01,1.000000e+00,1.298889e-02,2.472561e-01,2.652240e-02
ic_only_w=0.1,2,3000,4.596640e-04,7.640477e-05,3.618303e-03,2.142889e-05,2.960989e-02,1.000000e-01,1.000000e+00,1.223106e-02,2.422743e-01,2.614201e-02
bc_only_w=0.1,0,0,6.101763e-01,8.854827e-02,5.196859e-01,1.942101e-02,7.141975e-01,1.000000e+00,1.000000e-01,2.125204e+00,4.032662e+00,6.365021e-01
bc_only_w=0.1,0,250,1.601263e-02,3.826720e-03,1.124119e-02,9.447097e-03,8.408148e-02,1.000000e+00,1.000000e-01,6.821790e-02,9.034577e-02,6.350417e-01
bc_only_w=0.1,0,500,5.622391e-03,4.632312e-04,4.934942e-03,2.242176e-03,1.044764e-01,1.000000e+00,1.000000e-01,1.134709e-01,8.207091e-01,5.861971e-01
bc_only_w=0.1,0,750,2.717314e-03,5.115913e-04,1.639534e-03,5.661887e-03,5.176731e-02,1.000000e+00,1.000000e-01,1.903881e-01,4.155027e-02,1.059585e+00
bc_only_w=0.1,0,1000,4.944394e-03,3.017882e-03,1.590907e-03,3.356053e-03,1.052622e-01,1.000000e+00,1.000000e-01,6.287133e-01,2.608236e-01,7.592245e-01
bc_only_w=0.1,0,1250,1.282644e-03,1.780295e-04,8.760834e-04,2.285313e-03,3.450674e-02,1.000000e+00,1.000000e-01,1.699679e-02,7.350007e-02,6.789434e-01
bc_only_w=0.1,0,1500,7.784273e-04,1.226684e-04,5.324059e-04,1.233531e-03,2.303283e-02,1.000000e+00,1.000000e-01,2.539690e-02,1.355972e-02,4.973987e-01
bc_only_w=0.1,0,1750,4.182904e-04,7.630427e-05,3.055248e-04,3.646131e-04,1.382741e-02,1.000000e+00,1.000000e-01,7.777684e-03,2.402800e-02,2.445987e-01
bc_only_w=0.1,0,2000,2.509655e-04,4.983263e-05,1.863880e-04,1.474487e-04,8.709842e-03,1.000000e+00,1.000000e-01,3.003961e-03,9.506257e-03,8.557016e-02
bc_only_w=0.1,0,2250,1.853808e-04,3.775813e-05,1.352481e-04,1.237452e-04,7.514269e-03,1.000000e+00,1.000000e-01,2.927781e-03,2.632373e-03,2.429723e-02
bc_only_w=0.1,0,2500,1.472178e-04,3.095678e-05,1.021666e-04,1.409444e-04,7.678826e-03,1.000000e+00,1.000000e-01,4.000922e-03,3.041044e-03,6.019728e-02
bc_only_w=0.1,0,2750,1.264858e-04,2.695546e-05,8.689834e-05,1.263203e-04,7.257586e-03,1.000000e+00,1.000000e-01,3.943315e-03,5.685354e-03,6.084203e-02
bc_only_w=0.1,0,3000,1.604388e-04,4.513677e-05,1.013077e-04,1.399430e-04,1.128220e-02,1.000000e+00,1.000000e-01,5.005120e-02,7.964927e-02,5.913508e-02
bc_only_w=0.1,1,0,7.114931e-01,2.589028e-02,6.840348e-01,1.567944e-02,6.829044e-01,1.000000e+00,1.000000e-01,1.390463e+00,5.149986e+00,1.087909e+00
bc_only_w=0.1,1,250,5.775679e-03,1.095857e-03,4.150455e-03,5.293676e-03,6.991293e-02,1.000000e+00,1.000000e-01,4.301560e-02,1.025817e-01,9.555180e-01
bc_only_w=0.1,1,500,2.929671e-03,2.901053e-04,1.962034e-03,6.775312e-03,5.550338e-02,1.000000e+00,1.000000e-01,9.196889e-02,6.643999e-02,1.237009e+00
bc_only_w=0.1,1,750,2.194293e-03,2.125401e-04,1.552966e-03,4.287867e-03,4.997637e-02,1.000000e+00,1.000000e-01,3.260838e-02,1.486763e-01,1.000949e+00
bc_only_w=0.1,1,1000,1.643032e-03,1.812839e-04,1.138873e-03,3.228752e-03,4.224457e-02,1.000000e+00,1.000000e-01,2.173539e-02,9.615733e-02,8.640046e-01
bc_only_w=0.1,1,1250,1.194630e-03,1.723498e-04,8.280359e-04,1.942447e-03,3.405000e-02,1.000000e+00,1.000000e-01,6.794485e-02,1.065272e-01,6.597033e-01
bc_only_w=0.1,1,1500,6.728322e-04,9.377056e-05,4.866513e-04,9.241038e-04,2.241146e-02,1.000000e+00,1.000000e-01,1.248553e-02,4.369740e-02,4.451658e-01
bc_only_w=0.1,1,1750,3.997906e-04,7.674958e-05,2.867071e-04,3.633395e-04,1.551572e-02,1.000000e+00,1.000000e-01,4.955585e-02,4.018650e-02,2.025553e-01
bc_only_w=0.1,1,2000,2.284529e-04,3.711737e-05,1.673176e-04,2.401792e-04,1.001456e-02,1.000000e+00,1.000000e-01,1.008436e-02,5.651299e-03,5.716585e-02
bc_only_w=0.1,1,2250,2.498755e-04,9.620736e-05,1.314532e-04,2.221493e-04,1.888111e-02,1.000000e+00,1.000000e-01,8.693634e-02,2.585561e-02,4.093064e-02
bc_only_w=0.1,1,2500,1.435230e-04,2.540022e-05,9.713517e-05,2.098759e-04,9.000135e-03,1.000000e+00,1.000000e-01,7.635153e-03,1.424945e-02,7.651291e-02
bc_only_w=0.1,1,2750,5.391720e-04,3.610915e-04,1.595300e-04,1.855057e-04,6.703649e-02,1.000000e+00,1.000000e-01,1.848304e-01,8.639440e-02,1.378258e-01
bc_only_w=0.1,1,3000,8.825074e-04,6.181902e-04,2.131420e-04,5.117524e-04,2.282864e-02,1.000000e+00,1.000000e-01,2.597619e-01,1.738963e-01,2.567161e-01
bc_only_w=0.1,2,0,7.932876e-01,5.608844e-02,7.359090e-01,1.290135e-02,8.619792e-01,1.000000e+00,1.000000e-01,1.755568e+00,4.826723e+00,4.108712e-01
bc_only_w=0.1,2,250,2.508380e-02,4.505401e-03,1.909731e-02,1.481091e-02,1.718813e-01,1.000000e+00,1.000000e-01,8.023211e-02,2.088844e-01,5.863705e-01
bc_only_w=0.1,2,500,3.410445e-03,2.357074e-04,2.283112e-03,8.916256e-03,6.710259e-02,1.000000e+00,1.000000e-01,3.291104e-02,9.709307e-02,1.271205e+00
bc_only_w=0.1,2,750,2.486678e-03,2.228189e-04,1.682728e-03,5.811312e-03,5.553976e-02,1.000000e+00,1.000000e-01,2.936582e-02,1.070602e-01,1.086053e+00
bc_only_w=0.1,2,1000,1.902614e-03,2.185211e-04,1.206434e-03,4.776595e-03,5.279541e-02,1.000000e+00,1.000000e-01,4.680521e-02,3.301769e-02,9.799612e-01
bc_only_w=0.1,2,1250,1.225534e-03,1.731622e-04,8.332017e-04,2.191697e-03,3.471227e-02,1.000000e+00,1.000000e-01,1.868708e-02,6.488138e-02,6.774556e-01
bc_only_w=0.1,2,1500,1.566408e-03,5.746331e-04,7.488762e-04,2.428989e-03,2.173395e-02,1.000000e+00,1.000000e-01,2.510711e-01,2.351659e-01,7.005937e-01
bc_only_w=0.1,2,1750,4.483939e-04,9.887353e-05,3.103222e-04,3.919807e-04,1.260009e-02,1.000000e+00,1.000000e-01,4.847293e-02,3.234523e-02,2.229675e-01
bc_only_w=0.1,2,2000,5.759405e-04,2.708158e-04,2.666628e-04,3.846196e-04,3.999300e-02,1.000000e+00,1.000000e-01,1.535443e-01,1.307672e-01,1.482165e-01
bc_only_w=0.1,2,2250,1.584637e-04,3.154574e-05,1.116105e-04,1.530742e-04,8.588589e-03,1.000000e+00,1.000000e-01,3.936033e-03,4.216686e-03,4.826026e-02
bc_only_w=0.1,2,2500,1.220696e-04,2.752294e-05,8.144505e-05,1.310162e-04,7.922057e-03,1.000000e+00,1.000000e-01,4.240543e-03,5.863684e-03,6.414671e-02
bc_only_w=0.1,2,2750,1.128869e-04,3.236688e-05,6.853053e-05,1.198945e-04,7.428169e-03,1.000000e+00,1.000000e-01,3.081326e-02,2.532241e-02,6.436329e-02
bc_only_w=0.1,2,3000,1.273178e-04,2.677403e-05,9.324251e-05,7.301310e-05,6.390582e-03,1.000000e+00,1.000000e-01,1.678900e-02,9.901847e-02,3.989899e-02
ic_only_w=10,0,0,5.304829e+00,8.854827e-02,5.196859e-01,1.942101e-02,8.162980e-01,1.000000e+01,1.000000e+00,2.125204e+00,4.032662e+00,6.365021e-01
ic_only_w=10,0,250,7.876949e-02,2.756604e-02,4.748931e-03,3.714143e-03,6.185339e-02,1.000000e+01,1.000000e+00,5.391397e-01,9.472673e-02,6.312165e-01
ic_only_w=10,0,500,2.345457e-02,3.784330e-03,1.630882e-03,3.361419e-03,3.706997e-02,1.000000e+01,1.000000e+00,2.618631e-01,7.617574e-02,7.664716e-01
ic_only_w=10,0,750,1.632060e-02,2.456211e-03,1.170339e-03,2.161001e-03,2.961806e-02,1.000000e+01,1.000000e+00,2.107199e-01,5.794855e-02,6.156508e-01
ic_only_w=10,0,1000,1.163995e-02,1.672324e-03,8.605274e-04,1.362357e-03,2.459755e-02,1.000000e+01,1.000000e+00,1.705731e-01,6.059961e-02,4.825820e-01
ic_only_w=10,0,1250,8.010926e-03,8.056650e-04,7.009217e-04,1.960435e-04,4.358253e-02,1.000000e+01,1.000000e+00,1.084799e-01,2.319618e-01,1.197587e-01
ic_only_w=10,0,1500,3.640490e-03,4.422635e-04,2.899651e-04,2.985757e-04,1.151332e-02,1.000000e+01,1.000000e+00,5.278753e-02,2.005578e-02,1.960806e-01
ic_only_w=10,0,1750,2.313142e-03,3.088658e-04,1.842333e-04,1.619432e-04,8.904766e-03,1.000000e+01,1.000000e+00,2.162511e-02,1.259470e-02,1.078929e-01
ic_only_w=10,0,2000,1.247487e-03,2.304945e-04,9.211816e-05,9.581094e-05,6.709280e-03,1.000000e+01,1.000000e+00,2.847845e-02,1.494953e-03,3.320311e-02
ic_only_w=10,0,2250,9.940520e-04,2.088325e-04,7.067443e-05,7.847518e-05,6.015943e-03,1.000000e+01,1.000000e+00,3.060267e-02,1.255201e-03,3.082621e-02
ic_only_w=10,0,2500,7.537718e-04,1.951796e-04,4.878554e-05,7.073685e-05,5.531793e-03,1.000000e+01,1.000000e+00,3.694319e-02,1.424051e-03,4.948195e-02
ic_only_w=10,0,2750,6.246826e-04,1.812262e-04,3.854122e-05,5.804414e-05,5.071452e-03,1.000000e+01,1.000000e+00,3.701446e-02,3.987073e-03,4.772368e-02
