arm,seed,step,loss,loss_r,loss_ic,loss_bc,rel_l2,w_ic,w_bc,gnorm_r,gnorm_ic,gnorm_bc
ic_only_w=10,0,3000,6.245572e-02,4.768090e-04,5.554811e-03,6.430805e-03,1.263755e-01,1.000000e+01,1.000000e+00,1.731666e-01,1.075370e+00,1.161387e+00
ic_only_w=10,1,0,6.881918e+00,2.589028e-02,6.840348e-01,1.567944e-02,7.575321e-01,1.000000e+01,1.000000e+00,1.390463e+00,5.149986e+00,1.087909e+00
ic_only_w=10,1,250,4.453260e-02,8.925251e-03,3.248769e-03,3.119657e-03,4.254114e-02,1.000000e+01,1.000000e+00,3.252008e-01,7.444484e-02,7.804458e-01
ic_only_w=10,1,500,2.530892e-02,2.843656e-03,1.746624e-03,4.999022e-03,3.280624e-02,1.000000e+01,1.000000e+00,2.090249e-01,1.317112e-01,1.042465e+00
ic_only_w=10,1,750,1.802523e-02,2.294849e-03,1.344002e-03,2.290360e-03,3.169027e-02,1.000000e+01,1.000000e+00,2.109338e-01,7.115443e-02,6.738150e-01
ic_only_w=10,1,1000,1.365454e-02,1.680583e-03,1.039971e-03,1.574243e-03,2.828624e-02,1.000000e+01,1.000000e+00,1.780869e-01,6.715105e-02,5.528989e-01
ic_only_w=10,1,1250,1.097863e-02,1.529307e-03,7.943542e-04,1.505780e-03,9.998253e-02,1.000000e+01,1.000000e+00,2.083061e-01,1.800647e-01,5.436065e-01
ic_only_w=10,1,1500,4.732690e-03,5.399574e-04,3.725405e-04,4.673277e-04,1.371250e-02,1.000000e+01,1.000000e+00,7.379151e-02,2.611467e-02,2.650096e-01
ic_only_w=10,1,1750,2.332501e-03,2.947382e-04,1.817120e-04,2.206424e-04,9.411784e-03,1.000000e+01,1.000000e+00,1.962716e-02,1.136658e-02,1.136360e-01
ic_only_w=10,1,2000,5.244854e-03,3.302253e-04,4.403265e-04,5.113647e-04,4.142527e-02,1.000000e+01,1.000000e+00,8.863641e-02,2.812746e-01,3.009221e-01
ic_only_w=10,1,2250,8.039038e-04,1.871763e-04,5.173589e-05,9.936866e-05,6.031742e-03,1.000000e+01,1.000000e+00,4.654161e-02,3.503743e-03,5.258170e-02
ic_only_w=10,1,2500,6.024999e-04,1.474420e-04,3.868636e-05,6.819427e-05,4.955053e-03,1.000000e+01,1.000000e+00,3.790892e-02,3.244288e-03,4.574113e-02
ic_only_w=10,1,2750,5.328067e-04,1.477377e-04,3.407654e-05,4.430353e-05,5.654464e-03,1.000000e+01,1.000000e+00,2.135819e-02,8.498789e-03,2.641451e-02
ic_only_w=10,1,3000,2.976300e-04,8.903562e-05,1.749600e-05,3.363441e-05,3.674172e-03,1.000000e+01,1.000000e+00,2.074525e-02,2.790039e-03,3.258661e-02
ic_only_w=10,2,0,7.428080e+00,5.608844e-02,7.359090e-01,1.290135e-02,7.202038e-01,1.000000e+01,1.000000e+00,1.755568e+00,4.826723e+00,4.108712e-01
ic_only_w=10,2,250,8.957612e-02,2.688313e-02,5.943293e-03,3.260060e-03,6.304699e-02,1.000000e+01,1.000000e+00,4.649632e-01,1.568119e-01,4.305754e-01
ic_only_w=10,2,500,2.253219e-02,4.097519e-03,1.416130e-03,4.273372e-03,4.204181e-02,1.000000e+01,1.000000e+00,3.834053e-01,8.675248e-02,8.825426e-01
ic_only_w=10,2,750,2.564260e-02,2.425983e-03,1.542487e-03,7.791746e-03,9.383871e-02,1.000000e+01,1.000000e+00,2.777816e-01,4.020159e-01,1.246869e+00
ic_only_w=10,2,1000,4.067057e-02,1.071242e-03,3.155608e-03,8.043250e-03,1.430089e-01,1.000000e+01,1.000000e+00,1.164807e-01,7.919611e-01,1.332499e+00
ic_only_w=10,2,1250,3.000850e-03,7.288327e-04,1.986365e-04,2.856525e-04,1.104981e-02,1.000000e+01,1.000000e+00,5.540769e-02,1.675614e-02,1.691149e-01
ic_only_w=10,2,1500,1.573573e-03,4.356741e-04,1.012479e-04,1.254201e-04,8.012654e-03,1.000000e+01,1.000000e+00,1.812233e-02,5.976073e-03,5.645925e-02
ic_only_w=10,2,1750,8.202990e-04,2.805730e-04,4.622769e-05,7.744906e-05,6.324832e-03,1.000000e+01,1.000000e+00,3.241217e-02,2.917564e-03,3.848386e-02
ic_only_w=10,2,2000,5.950123e-04,2.130540e-04,3.343355e-05,4.762291e-05,5.032765e-03,1.000000e+01,1.000000e+00,2.614267e-02,2.652417e-03,3.262303e-02
ic_only_w=10,2,2250,5.309634e-04,1.743039e-04,3.267857e-05,2.987379e-05,6.322919e-03,1.000000e+01,1.000000e+00,1.818302e-02,2.126337e-02,2.591388e-02
ic_only_w=10,2,2500,3.019762e-04,1.256027e-04,1.512282e-05,2.514526e-05,3.668912e-03,1.000000e+01,1.000000e+00,1.962218e-02,3.267029e-03,3.507820e-02
ic_only_w=10,2,2750,2.956953e-04,1.184769e-04,1.540183e-05,2.320008e-05,3.513431e-03,1.000000e+01,1.000000e+00,1.221108e-02,1.918972e-03,2.151527e-02
ic_only_w=10,2,3000,2.057659e-04,9.210970e-05,8.909668e-06,2.455951e-05,3.505477e-03,1.000000e+01,1.000000e+00,1.433952e-02,2.639281e-03,3.275518e-02
bc_only_w=10,0,0,8.024443e-01,8.854827e-02,5.196859e-01,1.942101e-02,7.378099e-01,1.000000e+00,1.000000e+01,2.125204e+00,4.032662e+00,6.365021e-01
bc_only_w=10,0,250,6.313615e-02,2.363515e-02,3.351194e-02,5.989051e-04,1.117346e-01,1.000000e+00,1.000000e+01,3.619525e-01,4.954438e-01,1.336667e-01
bc_only_w=10,0,500,1.032083e-02,2.861700e-03,6.854834e-03,6.042995e-05,4.359339e-02,1.000000e+00,1.000000e+01,2.020863e-01,1.808762e-01,3.264440e-02
bc_only_w=10,0,750,2.325039e-02,1.487165e-03,8.121804e-03,1.364142e-03,4.328319e-02,1.000000e+00,1.000000e+01,1.933722e-01,8.821722e-01,4.815487e-01
bc_only_w=10,0,1000,5.685987e-03,1.000384e-03,4.220122e-03,4.654810e-05,3.635213e-02,1.000000e+00,1.000000e+01,1.620727e-01,2.289690e-01,7.704767e-02
bc_only_w=10,0,1250,4.875115e-03,7.396943e-04,4.049387e-03,8.603433e-06,3.550551e-02,1.000000e+00,1.000000e+01,1.240452e-01,2.386329e-01,2.462663e-02
bc_only_w=10,0,1500,4.485785e-03,6.549819e-04,3.745196e-03,8.560610e-06,3.408613e-02,1.000000e+00,1.000000e+01,1.170729e-01,2.353813e-01,2.333304e-02
bc_only_w=10,0,1750,4.211292e-03,5.957233e-04,3.527895e-03,8.767396e-06,3.305996e-02,1.000000e+00,1.000000e+01,1.070813e-01,2.299609e-01,2.363534e-02
bc_only_w=10,0,2000,3.925108e-03,5.501095e-04,3.294762e-03,8.023658e-06,3.236621e-02,1.000000e+00,1.000000e+01,1.069435e-01,2.338635e-01,2.147839e-02
bc_only_w=10,0,2250,3.531931e-03,4.355877e-04,3.022002e-03,7.434095e-06,2.959582e-02,1.000000e+00,1.000000e+01,8.007859e-02,2.040330e-01,1.998818e-02
bc_only_w=10,0,2500,3.340865e-03,4.283543e-04,2.805479e-03,1.070313e-05,2.887694e-02,1.000000e+00,1.000000e+01,1.141576e-01,2.017998e-01,2.834064e-02
bc_only_w=10,0,2750,5.872175e-02,7.885774e-04,9.539339e-03,4.839384e-03,1.225844e-01,1.000000e+00,1.000000e+01,1.970075e-01,1.220051e+00,8.889696e-01
bc_only_w=10,0,3000,3.202451e-03,2.846789e-04,2.301187e-03,6.165849e-05,6.614410e-02,1.000000e+00,1.000000e+01,3.977229e-02,2.288203e-01,8.595642e-02
bc_only_w=10,1,0,8.667195e-01,2.589028e-02,6.840348e-01,1.567944e-02,6.746966e-01,1.000000e+00,1.000000e+01,1.390463e+00,5.149986e+00,1.087909e+00
bc_only_w=10,1,250,3.853660e-02,8.640024e-03,1.694335e-02,1.295323e-03,1.019358e-01,1.000000e+00,1.000000e+01,2.007277e-01,5.458242e-01,4.049734e-01
bc_only_w=10,1,500,7.457676e-03,1.822882e-03,5.215056e-03,4.197383e-05,4.242651e-02,1.000000e+00,1.000000e+01,2.002154e-01,1.936761e-01,4.400232e-02
bc_only_w=10,1,750,5.619494e-03,9.936581e-04,4.511723e-03,1.141126e-05,3.872107e-02,1.000000e+00,1.000000e+01,1.533512e-01,2.559995e-01,2.555024e-02
bc_only_w=10,1,1000,1.077599e-02,7.800005e-04,3.668337e-03,6.327655e-04,3.910320e-02,1.000000e+00,1.000000e+01,7.773283e-02,7.637421e-02,3.365410e-01
bc_only_w=10,1,1250,9.858035e-03,8.868877e-04,5.125149e-03,3.845999e-04,4.990252e-02,1.000000e+00,1.000000e+01,1.505560e-01,5.615844e-01,2.670505e-01
bc_only_w=10,1,1500,4.597168e-03,6.758024e-04,3.840493e-03,8.087264e-06,3.527836e-02,1.000000e+00,1.000000e+01,1.190798e-01,2.445416e-01,2.418659e-02
bc_only_w=10,1,1750,4.954782e-03,7.670735e-04,3.568276e-03,6.194331e-05,3.551659e-02,1.000000e+00,1.000000e+01,2.173824e-01,1.861999e-01,9.554338e-02
bc_only_w=10,1,2000,4.188222e-03,6.053698e-04,3.492336e-03,9.051652e-06,3.415019e-02,1.000000e+00,1.000000e+01,1.110154e-01,2.430232e-01,2.577667e-02
bc_only_w=10,1,2250,3.937360e-03,5.133640e-04,3.373430e-03,5.056569e-06,3.145473e-02,1.000000e+00,1.000000e+01,9.739657e-02,2.460446e-01,3.118488e-03
bc_only_w=10,1,2500,3.762984e-03,4.739861e-04,3.028641e-03,2.603575e-05,3.351352e-02,1.000000e+00,1.000000e+01,1.010578e-01,1.770521e-01,6.126618e-02
bc_only_w=10,1,2750,4.153292e-03,6.615591e-04,3.060764e-03,4.309687e-05,3.214193e-02,1.000000e+00,1.000000e+01,1.904126e-01,2.784982e-01,6.769476e-02
bc_only_w=10,1,3000,3.684190e-03,4.585877e-04,2.779373e-03,4.462294e-05,3.164851e-02,1.000000e+00,1.000000e+01,8.586953e-02,1.852506e-01,7.932781e-02
bc_only_w=10,2,0,9.210109e-01,5.608844e-02,7.359090e-01,1.290135e-02,9.743273e-01,1.000000e+00,1.000000e+01,1.755568e+00,4.826723e+00,4.108712e-01
bc_only_w=10,2,250,1.895555e-02,4.543147e-03,1.149186e-02,2.920541e-04,6.096829e-02,1.000000e+00,1.000000e+01,1.683881e-01,1.443664e-01,3.797835e-02
bc_only_w=10,2,500,7.525228e-03,1.657549e-03,5.526923e-03,3.407555e-05,4.128801e-02,1.000000e+00,1.000000e+01,1.869843e-01,3.075599e-01,2.821676e-02
bc_only_w=10,2,750,6.069658e-03,1.016852e-03,4.860121e-03,1.926848e-05,3.858248e-02,1.000000e+00,1.000000e+01,1.576844e-01,3.210999e-01,3.772819e-02
bc_only_w=10,2,1000,5.387466e-03,8.256247e-04,4.419591e-03,1.422507e-05,3.583280e-02,1.000000e+00,1.000000e+01,1.329019e-01,3.044480e-01,3.413922e-02
bc_only_w=10,2,1250,5.835734e-03,7.032935e-04,4.225491e-03,9.069506e-05,3.588689e-02,1.000000e+00,1.000000e+01,8.514051e-02,3.043417e-01,1.074185e-01
bc_only_w=10,2,1500,4.447659e-03,6.315885e-04,3.640453e-03,1.756186e-05,3.280910e-02,1.000000e+00,1.000000e+01,1.066963e-01,2.581156e-01,4.639812e-02
bc_only_w=10,2,1750,4.083181e-03,5.747658e-04,3.413049e-03,9.536669e-06,3.025973e-02,1.000000e+00,1.000000e+01,9.019338e-02,2.666476e-01,2.608342e-02
bc_only_w=10,2,2000,3.788581e-03,5.574356e-04,3.127132e-03,1.040135e-05,2.970175e-02,1.000000e+00,1.000000e+01,1.012503e-01,2.696500e-01,2.656891e-02
bc_only_w=10,2,2250,1.096265e-02,5.344715e-04,4.254018e-03,6.174161e-04,5.578135e-02,1.000000e+00,1.000000e+01,9.933982e-02,6.388791e-01,3.402663e-01
bc_only_w=10,2,2500,5.338583e-03,5.736666e-04,2.210971e-03,2.553945e-04,4.045659e-02,1.000000e+00,1.000000e+01,1.236186e-01,1.486682e-01,2.072515e-01
bc_only_w=10,2,2750,4.853523e-03,4.141774e-04,2.300861e-03,2.138484e-04,2.580971e-02,1.000000e+00,1.000000e+01,1.090746e-01,2.410367e-01,1.621383e-01
bc_only_w=10,2,3000,2.416907e-03,3.362465e-04,2.010915e-03,6.974579e-06,2.164319e-02,1.000000e+00,1.000000e+01,7.131328e-02,2.578987e-01,6.904793e-03
ic_only_w=100,0,0,5.207656e+01,8.854827e-02,5.196859e-01,1.942101e-02,8.356410e-01,1.000000e+02,1.000000e+00,2.125204e+00,4.032662e+00,6.365021e-01
ic_only_w=100,0,250,1.885854e+00,4.497938e-01,1.408170e-02,2.789024e-02,2.952448e-01,1.000000e+02,1.000000e+00,3.950739e+00,1.036111e+00,1.768327e+00
ic_only_w=100,0,500,2.070467e-01,4.189083e-02,1.529756e-03,1.218022e-02,8.294841e-02,1.000000e+02,1.000000e+00,8.755406e-01,1.293009e-02,1.266666e+00
ic_only_w=100,0,750,1.088446e-01,9.479429e-03,9.413269e-04,5.232519e-03,4.431104e-02,1.000000e+02,1.000000e+00,3.153951e-01,8.048843e-03,8.018636e-01
ic_only_w=100,0,1000,5.919991e-02,7.580559e-03,4.919618e-04,2.423163e-03,2.975805e-02,1.000000e+02,1.000000e+00,2.076156e-01,1.195738e-02,4.901139e-01
ic_only_w=100,0,1250,2.979174e-02,6.117604e-03,2.269234e-04,9.817906e-04,1.962360e-02,1.000000e+02,1.000000e+00,1.417089e-01,3.208196e-03,2.330088e-01
ic_only_w=100,0,1500,1.677652e-02,4.676467e-03,1.165661e-04,4.434405e-04,1.491790e-02,1.000000e+02,1.000000e+00,1.079460e-01,2.610763e-02,7.705232e-02
ic_only_w=100,0,1750,7.451648e-03,3.177717e-03,4.004269e-05,2.696623e-04,1.240282e-02,1.000000e+02,1.000000e+00,7.139703e-02,9.445194e-04,9.371993e-02
ic_only_w=100,0,2000,5.503587e-03,2.496910e-03,2.769368e-05,2.373082e-04,1.174565e-02,1.000000e+02,1.000000e+00,6.161946e-02,1.060260e-03,1.082626e-01
ic_only_w=100,0,2250,2.492685e-01,2.622264e-03,2.420414e-03,4.604817e-03,6.384733e-02,1.000000e+02,1.000000e+00,2.904190e-01,6.441150e-01,1.000906e+00
ic_only_w=100,0,2500,3.172799e-03,1.576765e-03,1.408499e-05,1.875351e-04,1.014742e-02,1.000000e+02,1.000000e+00,4.984834e-02,1.113643e-03,1.175423e-01
ic_only_w=100,0,2750,4.268027e-03,1.393527e-03,2.682067e-05,1.924335e-04,8.290091e-03,1.000000e+02,1.000000e+00,6.235326e-02,3.589905e-02,1.243167e-01
ic_only_w=100,0,3000,1.998194e-03,1.026603e-03,8.163084e-06,1.552820e-04,8.977293e-03,1.000000e+02,1.000000e+00,4.264995e-02,1.096957e-03,1.138235e-01
ic_only_w=100,1,0,6.844505e+01,2.589028e-02,6.840348e-01,1.567944e-02,7.795008e-01,1.000000e+02,1.000000e+00,1.390463e+00,5.149986e+00,1.087909e+00
ic_only_w=100,1,250,5.008867e-01,1.556870e-01,3.243805e-03,2.081918e-02,1.407401e-01,1.000000e+02,1.000000e+00,2.083467e+00,2.027361e-02,1.742185e+00
ic_only_w=100,1,500,8.757237e-01,1.936631e-02,8.516524e-03,4.705016e-03,1.973169e-01,1.000000e+02,1.000000e+00,1.207560e+00,1.219382e+00,6.788307e-01
ic_only_w=100,1,750,1.489900e-01,8.183787e-03,1.348631e-03,5.943171e-03,5.074656e-02,1.000000e+02,1.000000e+00,4.431806e-01,9.259639e-03,1.033353e+00
ic_only_w=100,1,1000,1.174887e-01,7.362187e-03,1.056501e-03,4.476440e-03,4.218149e-02,1.000000e+02,1.000000e+00,3.285456e-01,8.693079e-03,8.975419e-01
ic_only_w=100,1,1250,9.067661e-02,6.523941e-03,8.035460e-04,3.798071e-03,3.771302e-02,1.000000e+02,1.000000e+00,3.273316e-01,6.158929e-03,8.453432e-01
ic_only_w=100,1,1500,7.463384e-02,7.464143e-03,6.329986e-04,3.869837e-03,1.260429e-01,1.000000e+02,1.000000e+00,4.528531e-01,1.115424e-01,8.585911e-01
ic_only_w=100,1,1750,3.685772e-02,4.852477e-03,2.987059e-04,2.134654e-03,2.831281e-02,1.000000e+02,1.000000e+00,3.043668e-01,6.489776e-03,6.598212e-01
ic_only_w=100,1,2000,2.327404e-02,3.418932e-03,1.869780e-04,1.157314e-03,2.164093e-02,1.000000e+02,1.000000e+00,2.221307e-01,7.366293e-03,4.558809e-01
ic_only_w=100,1,2250,9.215537e-03,1.886241e-03,7.103039e-05,2.262569e-04,1.034809e-02,1.000000e+02,1.000000e+00,7.571381e-02,1.857586e-03,1.575558e-01
ic_only_w=100,1,2500,5.369490e-03,1.415297e-03,3.852975e-05,1.012188e-04,7.289285e-03,1.000000e+02,1.000000e+00,3.965008e-02,7.361370e-04,3.491034e-02
ic_only_w=100,1,2750,5.177792e-03,1.235120e-03,3.853061e-05,8.961205e-05,7.156505e-03,1.000000e+02,1.000000e+00,5.874738e-02,3.670985e-02,3.934228e-02
ic_only_w=100,1,3000,2.495346e-03,9.961210e-04,1.359005e-05,1.402194e-04,7.493260e-03,1.000000e+02,1.000000e+00,7.473172e-02,1.193882e-03,1.311197e-01
ic_only_w=100,2,0,7.365989e+01,5.608844e-02,7.359090e-01,1.290135e-02,6.992601e-01,1.000000e+02,1.000000e+00,1.755568e+00,4.826723e+00,4.108712e-01
ic_only_w=100,2,250,1.014070e+01,8.517709e-02,9.654472e-02,4.010525e-01,4.527933e-01,1.000000e+02,1.000000e+00,3.463689e+00,5.093841e-02,5.287118e+00
ic_only_w=100,2,500,1.240024e-01,2.189633e-02,9.364709e-04,8.458995e-03,6.548559e-02,1.000000e+02,1.000000e+00,5.710472e-01,1.156142e-02,1.151366e+00
ic_only_w=100,2,750,7.164057e-02,1.022047e-02,5.721329e-04,4.206807e-03,4.391740e-02,1.000000e+02,1.000000e+00,4.106056e-01,8.367128e-03,8.373720e-01
ic_only_w=100,2,1000,4.426097e-02,6.847187e-03,3.517669e-04,2.237090e-03,2.986353e-02,1.000000e+02,1.000000e+00,3.455197e-01,6.652966e-03,6.064948e-01
ic_only_w=100,2,1250,2.908981e-02,6.028073e-03,2.193601e-04,1.125724e-03,2.201214e-02,1.000000e+02,1.000000e+00,2.831128e-01,1.376928e-02,4.173211e-01
ic_only_w=100,2,1500,1.679676e-02,4.367184e-03,1.188157e-04,5.480069e-04,1.427760e-02,1.000000e+02,1.000000e+00,1.719349e-01,3.194912e-03,2.875868e-01
ic_only_w=100,2,1750,1.151345e-02,3.425823e-03,7.818747e-05,2.688794e-04,1.045272e-02,1.000000e+02,1.000000e+00,1.260213e-01,2.135736e-03,1.873113e-01
ic_only_w=100,2,2000,1.061349e-02,2.986787e-03,7.466847e-05,1.598578e-04,8.240235e-03,1.000000e+02,1.000000e+00,1.470932e-01,5.847578e-02,1.306657e-01
ic_only_w=100,2,2250,4.372557e-03,1.994554e-03,2.331879e-05,4.612429e-05,6.351384e-03,1.000000e+02,1.000000e+00,4.619530e-02,5.291695e-04,1.796797e-02
ic_only_w=100,2,2500,3.921617e-03,1.741387e-03,2.136851e-05,4.337902e-05,6.162026e-03,1.000000e+02,1.000000e+00,4.442015e-02,4.945147e-04,2.274764e-02
ic_only_w=100,2,2750,1.479243e-02,2.131644e-03,1.250420e-04,1.565781e-04,7.688991e-03,1.000000e+02,1.000000e+00,1.909581e-01,1.107908e-01,1.445301e-01
ic_only_w=100,2,3000,2.149835e-03,1.123528e-03,9.647210e-06,6.158595e-05,6.374140e-03,1.000000e+02,1.000000e+00,5.245082e-02,7.323672e-04,7.199693e-02
bc_only_w=100,0,0,2.550335e+00,8.854827e-02,5.196859e-01,1.942101e-02,7.885626e-01,1.000000e+00,1.000000e+02,2.125204e+00,4.032662e+00,6.365021e-01
bc_only_w=100,0,250,5.833673e-01,1.200809e-03,5.676717e-01,1.449483e-04,9.864675e-01,1.000000e+00,1.000000e+02,1.451765e-01,3.160770e+00,3.151102e-02
bc_only_w=100,0,500,5.749025e-01,1.220263e-03,5.587023e-01,1.497991e-04,9.798632e-01,1.000000e+00,1.000000e+02,1.634118e-01,3.384761e+00,3.369164e-02
bc_only_w=100,0,750,5.411584e-01,8.850185e-03,5.078659e-01,2.444229e-04,9.702374e-01,1.000000e+00,1.000000e+02,5.197066e-01,2.770371e+00,2.526807e-02
bc_only_w=100,0,1000,2.111750e-01,1.767808e-02,1.764033e-01,1.709363e-04,4.602322e-01,1.000000e+00,1.000000e+02,2.908003e-01,1.980764e+00,1.585597e-02
bc_only_w=100,0,1250,6.048950e-02,2.256768e-02,3.517233e-02,2.749489e-05,1.332641e-01,1.000000e+00,1.000000e+02,3.079983e-01,6.332839e-01,6.884851e-03
bc_only_w=100,0,1500,3.629700e-02,1.365038e-02,2.148095e-02,1.165674e-05,9.130989e-02,1.000000e+00,1.000000e+02,2.393929e-01,4.286653e-01,5.129814e-03
bc_only_w=100,0,1750,2.743800e-02,9.883650e-03,1.514525e-02,2.409104e-05,8.073863e-02,1.000000e+00,1.000000e+02,2.620757e-01,3.125191e-01,3.622968e-02
bc_only_w=100,0,2000,1.858104e-02,7.387950e-03,1.043899e-02,7.541064e-06,6.226401e-02,1.000000e+00,1.000000e+02,2.565457e-01,2.048847e-01,4.344050e-03
bc_only_w=100,0,2250,1.376648e-02,5.339794e-03,7.852266e-03,5.744189e-06,5.319431e-02,1.000000e+00,1.000000e+02,2.286243e-01,1.431229e-01,2.591100e-03
bc_only_w=100,0,2500,1.143158e-02,4.452388e-03,6.623043e-03,3.561473e-06,4.928416e-02,1.000000e+00,1.000000e+02,2.225554e-01,1.395955e-01,3.187505e-03
bc_only_w=100,0,2750,1.038893e-02,3.318084e-03,5.948583e-03,1.122267e-05,4.286911e-02,1.000000e+00,1.000000e+02,1.978654e-01,1.689048e-01,3.241924e-02
bc_only_w=100,0,3000,4.148566e-01,4.219944e-03,1.045240e-02,4.001842e-03,8.661760e-02,1.000000e+00,1.000000e+02,3.577317e-01,8.745891e-01,6.673271e-01
bc_only_w=100,1,0,2.277869e+00,2.589028e-02,6.840348e-01,1.567944e-02,6.724493e-01,1.000000e+00,1.000000e+02,1.390463e+00,5.149986e+00,1.087909e+00
bc_only_w=100,1,250,6.321321e-01,1.306278e-03,6.154835e-01,1.534229e-04,9.854740e-01,1.000000e+00,1.000000e+02,2.164373e-01,3.306314e+00,3.261818e-02
bc_only_w=100,1,500,5.640498e-01,5.454500e-03,5.330079e-01,2.558745e-04,9.281169e-01,1.000000e+00,1.000000e+02,4.226614e-01,3.709897e+00,3.446177e-02
bc_only_w=100,1,750,1.274538e-01,2.023302e-02,9.925181e-02,7.968982e-05,2.874103e-01,1.000000e+00,1.000000e+02,3.218994e-01,1.609024e+00,2.138538e-02
bc_only_w=100,1,1000,3.879360e-02,1.475403e-02,2.207994e-02,1.959645e-05,1.011232e-01,1.000000e+00,1.000000e+02,4.288587e-01,4.714424e-01,5.920267e-03
bc_only_w=100,1,1250,2.697978e-02,1.188402e-02,1.392758e-02,1.168170e-05,7.370913e-02,1.000000e+00,1.000000e+02,3.139127e-01,3.387723e-01,4.171466e-03
bc_only_w=100,1,1500,2.675207e-02,9.969477e-03,1.036671e-02,6.415882e-05,7.311290e-02,1.000000e+00,1.000000e+02,2.409309e-01,2.292009e-01,6.578615e-02
bc_only_w=100,1,1750,1.654788e-02,7.845555e-03,8.133309e-03,5.690146e-06,5.496113e-02,1.000000e+00,1.000000e+02,2.770485e-01,1.685623e-01,3.492849e-03
bc_only_w=100,1,2000,1.382846e-02,6.536602e-03,6.840111e-03,4.517464e-06,5.221946e-02,1.000000e+00,1.000000e+02,2.815110e-01,1.620186e-01,5.066389e-03
bc_only_w=100,1,2250,1.165044e-02,5.208422e-03,6.089249e-03,3.527647e-06,4.862770e-02,1.000000e+00,1.000000e+02,2.642998e-01,1.533456e-01,3.161159e-03
bc_only_w=100,1,2500,9.957058e-03,4.286972e-03,5.375460e-03,2.946258e-06,4.637963e-02,1.000000e+00,1.000000e+02,2.656299e-01,1.687562e-01,2.850653e-03
bc_only_w=100,1,2750,8.840629e-03,3.399112e-03,5.193340e-03,2.481758e-06,4.474825e-02,1.000000e+00,1.000000e+02,2.454108e-01,1.769664e-01,2.715284e-03
bc_only_w=100,1,3000,7.928060e-03,2.823266e-03,4.882770e-03,2.220253e-06,4.374885e-02,1.000000e+00,1.000000e+02,2.411666e-01,1.956111e-01,2.644154e-03
bc_only_w=100,2,0,2.082132e+00,5.608844e-02,7.359090e-01,1.290135e-02,1.185738e+00,1.000000e+00,1.000000e+02,1.755568e+00,4.826723e+00,4.108712e-01
bc_only_w=100,2,250,6.108137e-01,1.691118e-03,5.927908e-01,1.633180e-04,9.857820e-01,1.000000e+00,1.000000e+02,1.956243e-01,2.894309e+00,2.887942e-02
bc_only_w=100,2,500,6.020578e-01,2.868024e-03,5.822638e-01,1.692603e-04,9.759082e-01,1.000000e+00,1.000000e+02,2.971269e-01,2.880758e+00,2.470528e-02
bc_only_w=100,2,750,1.198857e-01,2.291668e-02,9.167873e-02,5.290283e-05,2.831528e-01,1.000000e+00,1.000000e+02,3.768191e-01,1.389894e+00,9.572804e-03
bc_only_w=100,2,1000,3.159842e-02,1.127079e-02,1.883024e-02,1.497389e-05,8.802514e-02,1.000000e+00,1.000000e+02,2.639332e-01,3.391012e-01,5.080725e-03
bc_only_w=100,2,1250,2.183847e-02,8.940647e-03,1.208749e-02,8.103320e-06,6.673255e-02,1.000000e+00,1.000000e+02,2.274309e-01,2.300946e-01,3.347983e-03
bc_only_w=100,2,1500,1.758200e-02,7.680989e-03,9.268101e-03,6.329054e-06,5.736285e-02,1.000000e+00,1.000000e+02,2.353540e-01,1.723393e-01,2.969973e-03
bc_only_w=100,2,1750,1.802845e-01,6.109240e-03,7.424877e-03,1.667503e-03,1.149801e-01,1.000000e+00,1.000000e+02,2.622318e-01,1.484129e-01,3.639633e-01
bc_only_w=100,2,2000,1.332169e-02,5.889127e-03,6.907722e-03,5.248387e-06,5.446288e-02,1.000000e+00,1.000000e+02,3.025163e-01,2.429628e-01,6.727614e-03
bc_only_w=100,2,2250,1.220257e-02,4.914199e-03,6.471819e-03,8.165505e-06,5.167195e-02,1.000000e+00,1.000000e+02,2.741618e-01,2.687255e-01,1.809398e-02
bc_only_w=100,2,2500,9.558921e-03,3.609831e-03,5.628694e-03,3.203952e-06,4.555013e-02,1.000000e+00,1.000000e+02,2.428692e-01,2.266520e-01,2.802893e-03
bc_only_w=100,2,2750,8.612355e-03,3.055034e-03,5.323419e-03,2.339014e-06,4.527671e-02,1.000000e+00,1.000000e+02,2.465710e-01,2.631476e-01,2.857223e-03
bc_only_w=100,2,3000,7.809975e-03,2.282094e-03,5.359152e-03,1.687290e-06,4.175420e-02,1.000000e+00,1.000000e+02,1.958547e-01,2.527786e-01,5.288876e-03
ic_starve_w=0.01,0,0,1.131661e-01,8.854827e-02,5.196859e-01,1.942101e-02,7.792018e-01,1.000000e-02,1.000000e+00,2.125204e+00,4.032662e+00,6.365021e-01
ic_starve_w=0.01,0,250,5.948744e-03,1.207797e-05,5.891694e-01,4.497232e-05,9.892297e-01,1.000000e-02,1.000000e+00,1.234438e-02,3.161662e+00,3.340350e-02
ic_starve_w=0.01,0,500,5.937201e-03,1.216744e-05,5.879811e-01,4.522275e-05,9.880263e-01,1.000000e-02,1.000000e+00,1.225485e-02,3.197957e+00,3.374942e-02
ic_starve_w=0.01,0,750,5.742793e-03,1.285640e-05,5.679417e-01,5.051956e-05,9.673805e-01,1.000000e-02,1.000000e+00,1.020682e-02,3.462409e+00,3.568156e-02
