d,seed,step,loss,loss_r,loss_ic,loss_bc,rel_l2,stderr,train_seconds
8,1,5000,7.466361e-04,1.328956e-04,3.604477e-04,2.532928e-04,8.166190e-01,3.725770e-03,629.9410
8,2,0,4.841748e-02,4.553849e-03,1.771551e-02,2.614812e-02,1.282703e+01,7.103920e-03,0.1207
8,2,250,4.422060e-03,5.457970e-05,4.155555e-03,2.119252e-04,9.314855e-01,9.521030e-03,28.9239
8,2,500,4.337507e-03,5.707856e-05,4.077119e-03,2.033097e-04,9.237616e-01,9.513838e-03,56.4740
8,2,750,4.202147e-03,5.826524e-05,3.947489e-03,1.963920e-04,9.100176e-01,9.489691e-03,85.6538
8,2,1000,3.931279e-03,5.391789e-05,3.664137e-03,2.132237e-04,8.793647e-01,9.386804e-03,113.0772
8,2,1250,3.580520e-03,4.148237e-05,3.238256e-03,3.007810e-04,8.343891e-01,9.080539e-03,142.5688
8,2,1500,3.311631e-03,3.687745e-05,2.935054e-03,3.396995e-04,7.991928e-01,8.872154e-03,174.4028
8,2,1750,3.096667e-03,3.785125e-05,2.701983e-03,3.568329e-04,7.742314e-01,8.687989e-03,208.2169
8,2,2000,2.842343e-03,2.987537e-05,2.370263e-03,4.422038e-04,7.361768e-01,8.284403e-03,242.8466
8,2,2250,2.708634e-03,3.128872e-05,2.231213e-03,4.461319e-04,7.278134e-01,8.088713e-03,278.0516
8,2,2500,2.548557e-03,3.259144e-05,2.036306e-03,4.796594e-04,7.145083e-01,7.769196e-03,316.1238
8,2,2750,2.422793e-03,3.533650e-05,1.917956e-03,4.694998e-04,7.124600e-01,7.518043e-03,353.8842
8,2,3000,2.249506e-03,3.678153e-05,1.739523e-03,4.732019e-04,7.088539e-01,7.136632e-03,387.2948
8,2,3250,2.077229e-03,3.879431e-05,1.590386e-03,4.480484e-04,7.086040e-01,6.794851e-03,420.0588
8,2,3500,1.896923e-03,4.582849e-05,1.437061e-03,4.140332e-04,7.113163e-01,6.452752e-03,452.2494
8,2,3750,1.717736e-03,5.353609e-05,1.283846e-03,3.803536e-04,7.145000e-01,6.113865e-03,486.0836
8,2,4000,1.494425e-03,6.828594e-05,1.080749e-03,3.453907e-04,7.233293e-01,5.737867e-03,521.9017
8,2,4250,1.335625e-03,8.540515e-05,9.194084e-04,3.308114e-04,7.331715e-01,5.556452e-03,555.0664
8,2,4500,1.216134e-03,1.092046e-04,7.895097e-04,3.174196e-04,7.506086e-01,4.978389e-03,585.6602
8,2,4750,1.164628e-03,1.245041e-04,6.810437e-04,3.590803e-04,7.911917e-01,4.758090e-03,617.8091
8,2,5000,7.245971e-04,1.368010e-04,4.297656e-04,1.580306e-04,7.658081e-01,4.662024e-03,649.8254
16,0,0,1.514662e-01,1.015624e-02,6.077662e-02,8.053336e-02,2.236316e+02,1.719083e-01,0.4592
16,0,250,1.121731e-04,2.363507e-05,4.784461e-05,4.069343e-05,2.003452e+00,2.156703e-02,67.4786
16,0,500,6.697240e-05,9.498843e-06,3.282204e-05,2.465151e-05,1.689444e+00,2.534032e-02,135.3638
16,0,750,4.724210e-05,5.549204e-06,2.541204e-05,1.628086e-05,1.501511e+00,2.838300e-02,201.0616
16,0,1000,3.653234e-05,3.922057e-06,2.112423e-05,1.148605e-05,1.381053e+00,3.076312e-02,258.6341
16,0,1250,3.001352e-05,3.008399e-06,1.848206e-05,8.523059e-06,1.299433e+00,3.261586e-02,316.5421
16,0,1500,2.575399e-05,2.405971e-06,1.676064e-05,6.587377e-06,1.241425e+00,3.407174e-02,390.9557
16,0,1750,2.279570e-05,1.972787e-06,1.556291e-05,5.260004e-06,1.198269e+00,3.524025e-02,460.2917
16,0,2000,2.062208e-05,1.644124e-06,1.466858e-05,4.309379e-06,1.164805e+00,3.620183e-02,523.9106
16,0,2250,1.894946e-05,1.386076e-06,1.395870e-05,3.604682e-06,1.138030e+00,3.700823e-02,596.0299
16,0,2500,1.761751e-05,1.179013e-06,1.337001e-05,3.068481e-06,1.116141e+00,3.769197e-02,666.7098
16,0,2750,1.653000e-05,1.010593e-06,1.286787e-05,2.651528e-06,1.097959e+00,3.827558e-02,740.1593
16,0,3000,1.562519e-05,8.724521e-07,1.243191e-05,2.320828e-06,1.082648e+00,3.877620e-02,815.4414
16,0,3250,1.486147e-05,7.585046e-07,1.204921e-05,2.053752e-06,1.069599e+00,3.920745e-02,878.1604
16,0,3500,1.420933e-05,6.641217e-07,1.171053e-05,1.834679e-06,1.058369e+00,3.957992e-02,942.6031
16,0,3750,1.415206e-05,6.142373e-07,1.170061e-05,1.837206e-06,1.056472e+00,3.967756e-02,1010.9174
16,0,4000,1.331504e-05,4.969804e-07,1.128168e-05,1.536373e-06,1.041157e+00,4.020667e-02,1062.7663
16,0,4250,1.285152e-05,4.438180e-07,1.107169e-05,1.336009e-06,1.033041e+00,4.037767e-02,1116.0699
16,0,4500,1.286899e-05,4.083231e-07,1.111303e-05,1.347638e-06,1.031009e+00,4.066923e-02,1167.2800
16,0,4750,1.228554e-05,3.362771e-07,1.079765e-05,1.151619e-06,1.021760e+00,4.097886e-02,1218.1257
16,0,5000,1.190682e-05,3.012380e-07,1.056163e-05,1.043953e-06,1.016526e+00,4.113870e-02,1269.1703
16,1,0,8.874832e-02,8.226727e-03,4.537163e-02,3.514997e-02,2.268766e+02,1.224527e-01,0.2778
16,1,250,7.649081e-05,2.276832e-05,3.105066e-05,2.267183e-05,1.632846e+00,2.630859e-02,52.0422
16,1,500,5.391810e-05,1.166124e-05,2.617810e-05,1.607877e-05,1.480853e+00,2.867414e-02,103.4664
16,1,750,4.254597e-05,7.857194e-06,2.300689e-05,1.168189e-05,1.377029e+00,3.062810e-02,155.1008
16,1,1000,3.535394e-05,5.836090e-06,2.076788e-05,8.749967e-06,1.301343e+00,3.226072e-02,205.7414
16,1,1250,3.042880e-05,4.505759e-06,1.916005e-05,6.762992e-06,1.245152e+00,3.360158e-02,256.3758
16,1,1500,2.689387e-05,3.555328e-06,1.796637e-05,5.372175e-06,1.202460e+00,3.470036e-02,308.0377
16,1,1750,2.426732e-05,2.851877e-06,1.704563e-05,4.369815e-06,1.169277e+00,3.560487e-02,357.8766
16,1,2000,2.225694e-05,2.319674e-06,1.630757e-05,3.629702e-06,1.142969e+00,3.635416e-02,410.6809
16,1,2250,2.067526e-05,1.910153e-06,1.569312e-05,3.071982e-06,1.121786e+00,3.697775e-02,462.5452
16,1,2500,1.939863e-05,1.590497e-06,1.516376e-05,2.644376e-06,1.104558e+00,3.749661e-02,512.9429
16,1,2750,1.834413e-05,1.337634e-06,1.469450e-05,2.311994e-06,1.090498e+00,3.792493e-02,566.2289
16,1,3000,1.745518e-05,1.134906e-06,1.426937e-05,2.050908e-06,1.079061e+00,3.827251e-02,617.5405
16,1,3250,1.669260e-05,9.701198e-07,1.387810e-05,1.844382e-06,1.069854e+00,3.854639e-02,669.2989
16,1,3500,1.602864e-05,8.344502e-07,1.351392e-05,1.680273e-06,1.062571e+00,3.875256e-02,732.8522
16,1,3750,9.803434e-05,1.200092e-06,5.546819e-05,4.136606e-05,4.248467e+00,8.292190e-03,793.1038
16,1,4000,1.532562e-05,6.491691e-07,1.329730e-05,1.379153e-06,1.048553e+00,3.936061e-02,842.8588
16,1,4250,1.469935e-05,5.494138e-07,1.287619e-05,1.273742e-06,1.045198e+00,3.937682e-02,894.5559
16,1,4500,2.828501e-05,1.361798e-06,1.894953e-05,7.973680e-06,1.060607e+00,3.928799e-02,947.0265
16,1,4750,1.445742e-05,4.090958e-07,1.301851e-05,1.029809e-06,1.033445e+00,4.004869e-02,997.7058
16,1,5000,1.386871e-05,3.514997e-07,1.251383e-05,1.003380e-06,1.033844e+00,3.987356e-02,1050.2544
16,2,0,6.407323e-02,3.284167e-04,3.276685e-02,3.097797e-02,2.363022e+02,1.268162e-01,0.2291
16,2,250,1.252677e-04,2.558508e-05,7.663637e-05,2.304625e-05,1.682691e+00,2.566230e-02,51.5197
16,2,500,1.000678e-04,1.419510e-05,7.003396e-05,1.583878e-05,1.517697e+00,2.825037e-02,103.9385
16,2,750,8.597693e-05,8.798642e-06,6.568446e-05,1.149382e-05,1.405093e+00,3.034520e-02,165.5397
16,2,1000,7.729438e-05,5.947388e-06,6.262369e-05,8.723305e-06,1.324753e+00,3.204814e-02,218.3542
16,2,1250,7.161878e-05,4.278998e-06,6.041348e-05,6.926295e-06,1.266436e+00,3.341131e-02,269.6218
16,2,1500,6.767747e-05,3.212065e-06,5.875659e-05,5.708819e-06,1.222880e+00,3.450855e-02,321.5016
16,2,1750,6.478983e-05,2.481954e-06,5.746972e-05,4.838149e-06,1.189413e+00,3.540136e-02,373.2185
16,2,2000,6.258486e-05,1.960424e-06,5.643896e-05,4.185471e-06,1.163107e+00,3.613324e-02,441.2721
16,2,2250,6.084520e-05,1.578444e-06,5.558771e-05,3.679043e-06,1.142072e+00,3.673472e-02,492.9477
16,2,2500,5.943208e-05,1.293988e-06,5.486104e-05,3.277055e-06,1.125040e+00,3.722798e-02,543.4083
16,2,2750,5.825188e-05,1.079185e-06,5.421891e-05,2.953782e-06,1.111143e+00,3.762950e-02,594.2167
16,2,3000,5.723979e-05,9.147174e-07,5.363236e-05,2.692709e-06,1.099785e+00,3.795111e-02,645.0920
16,2,3250,5.635065e-05,7.870434e-07,5.308112e-05,2.482490e-06,1.090561e+00,3.820111e-02,700.3026
16,2,3500,5.555147e-05,6.867934e-07,5.254983e-05,2.314853e-06,1.083203e+00,3.838490e-02,772.8239
16,2,3750,5.481864e-05,6.075036e-07,5.202785e-05,2.183291e-06,1.077541e+00,3.850563e-02,852.7793
16,2,4000,5.413405e-05,5.438987e-07,5.150322e-05,2.086927e-06,1.073475e+00,3.857232e-02,915.2591
16,2,4250,5.378099e-05,5.065765e-07,5.135268e-05,1.921733e-06,1.070318e+00,3.875274e-02,974.8298
16,2,4500,5.306710e-05,4.500691e-07,5.072721e-05,1.889825e-06,1.069060e+00,3.867597e-02,1032.0703
16,2,4750,5.323311e-05,4.760736e-07,5.099323e-05,1.763801e-06,1.068951e+00,3.888822e-02,1088.3482
16,2,5000,5.224811e-05,3.956300e-07,5.006945e-05,1.783032e-06,1.070947e+00,3.861752e-02,1144.3734
