arm,d,seed,n_interior,step,loss,loss_r,loss_ic,loss_bc,rel_l2,stderr,train_seconds
uniform,8,0,500,1800,3.117820e-03,3.002466e-05,2.681295e-03,4.065002e-04,7.349457e-01,8.340817e-03,44.0285
uniform,8,0,500,2000,2.892245e-03,3.319899e-05,2.406016e-03,4.530302e-04,7.180046e-01,7.932234e-03,49.0043
uniform,8,1,500,0,4.806516e-02,3.265615e-04,2.722712e-02,2.051148e-02,9.413862e+00,6.093962e-03,0.0314
uniform,8,1,500,200,2.558513e-03,3.449993e-05,2.397946e-03,1.260674e-04,9.442989e-01,9.582932e-03,4.9306
uniform,8,1,500,400,2.502910e-03,3.212020e-05,2.347894e-03,1.228961e-04,9.377805e-01,9.578118e-03,9.8695
uniform,8,1,500,600,2.423119e-03,3.269076e-05,2.267025e-03,1.234033e-04,9.270936e-01,9.560613e-03,14.8285
uniform,8,1,500,800,2.295312e-03,3.344727e-05,2.124449e-03,1.374162e-04,9.076400e-01,9.506526e-03,19.7463
uniform,8,1,500,1000,2.108164e-03,2.996564e-05,1.919077e-03,1.591218e-04,8.762182e-01,9.406956e-03,24.6455
uniform,8,1,500,1200,1.929862e-03,2.146095e-05,1.718055e-03,1.903455e-04,8.425116e-01,9.266325e-03,29.5516
uniform,8,1,500,1400,1.853528e-03,2.020334e-05,1.638806e-03,1.945187e-04,8.269360e-01,9.174053e-03,34.4516
uniform,8,1,500,1600,1.701709e-03,1.682509e-05,1.465332e-03,2.195526e-04,7.894696e-01,9.023177e-03,39.4559
uniform,8,1,500,1800,1.684508e-03,1.997813e-05,1.448523e-03,2.160070e-04,7.891897e-01,8.977665e-03,44.3471
uniform,8,1,500,2000,1.572103e-03,1.549345e-05,1.315400e-03,2.412099e-04,7.597637e-01,8.808485e-03,49.2693
uniform,8,2,4000,0,4.841748e-02,4.553849e-03,1.771551e-02,2.614812e-02,1.282703e+01,7.103920e-03,0.2570
uniform,8,2,4000,200,4.436684e-03,5.367487e-05,4.171478e-03,2.115307e-04,9.329263e-01,9.522350e-03,25.6537
uniform,8,2,4000,400,4.374685e-03,5.618198e-05,4.111174e-03,2.073283e-04,9.272058e-01,9.517488e-03,51.0674
uniform,8,2,4000,600,4.292910e-03,5.782988e-05,4.035344e-03,1.997353e-04,9.194146e-01,9.507724e-03,76.3240
uniform,8,2,4000,800,4.162244e-03,5.805508e-05,3.907774e-03,1.964151e-04,9.057142e-01,9.479431e-03,101.5890
uniform,8,2,4000,1000,3.931279e-03,5.391789e-05,3.664137e-03,2.132237e-04,8.793647e-01,9.386804e-03,126.8673
uniform,8,2,4000,1200,3.643839e-03,4.415449e-05,3.317859e-03,2.818255e-04,8.429871e-01,9.146798e-03,152.3631
uniform,8,2,4000,1400,3.450517e-03,4.031799e-05,3.098036e-03,3.121633e-04,8.230962e-01,9.069990e-03,177.9385
uniform,8,2,4000,1600,3.166371e-03,3.415217e-05,2.776170e-03,3.560481e-04,7.789695e-01,8.763438e-03,203.3383
uniform,8,2,4000,1800,3.025307e-03,3.605695e-05,2.613036e-03,3.762140e-04,7.635139e-01,8.591674e-03,228.6820
uniform,8,2,4000,2000,2.842343e-03,2.987537e-05,2.370263e-03,4.422038e-04,7.361768e-01,8.284403e-03,253.9449
uniform,8,3,4000,0,6.836035e-02,1.692206e-02,2.131550e-02,3.012280e-02,8.335570e+00,6.676212e-03,0.1962
uniform,8,3,4000,200,2.823987e-03,2.361874e-05,2.708675e-03,9.169299e-05,9.437278e-01,9.597059e-03,25.6077
uniform,8,3,4000,400,2.776226e-03,2.360291e-05,2.664023e-03,8.859983e-05,9.371401e-01,9.591720e-03,50.9794
uniform,8,3,4000,600,2.708583e-03,2.407185e-05,2.591108e-03,9.340337e-05,9.257154e-01,9.571448e-03,77.8568
uniform,8,3,4000,800,2.614154e-03,2.297297e-05,2.483401e-03,1.077801e-04,9.076148e-01,9.526060e-03,104.7680
uniform,8,3,4000,1000,2.484303e-03,1.975601e-05,2.339102e-03,1.254454e-04,8.806621e-01,9.455427e-03,136.4766
uniform,8,3,4000,1200,2.452112e-03,2.222472e-05,2.304157e-03,1.257301e-04,8.757225e-01,9.431077e-03,163.6940
uniform,8,3,4000,1400,2.297194e-03,1.751815e-05,2.123582e-03,1.560942e-04,8.375076e-01,9.308974e-03,190.0806
uniform,8,3,4000,1600,2.303001e-03,2.108780e-05,2.140801e-03,1.411123e-04,8.438310e-01,9.300177e-03,215.7858
uniform,8,3,4000,1800,2.128083e-03,1.642925e-05,1.914765e-03,1.968884e-04,7.938970e-01,9.072169e-03,242.4109
uniform,8,3,4000,2000,2.031343e-03,1.400242e-05,1.797464e-03,2.198761e-04,7.673980e-01,8.942609e-03,268.6236
uniform,8,4,4000,0,2.707781e-02,2.797510e-03,9.437498e-03,1.484280e-02,1.221543e+01,6.657044e-03,0.1770
uniform,8,4,4000,200,2.602077e-03,3.076794e-05,2.426548e-03,1.447608e-04,9.386520e-01,9.561369e-03,26.6185
uniform,8,4,4000,400,2.539710e-03,2.917963e-05,2.372622e-03,1.379084e-04,9.312337e-01,9.553794e-03,53.2417
uniform,8,4,4000,600,2.472678e-03,3.125295e-05,2.306110e-03,1.353143e-04,9.221278e-01,9.534510e-03,79.2557
uniform,8,4,4000,800,2.391178e-03,3.323597e-05,2.220944e-03,1.369975e-04,9.097752e-01,9.505134e-03,105.2314
uniform,8,4,4000,1000,2.269022e-03,3.220026e-05,2.095909e-03,1.409129e-04,8.912414e-01,9.458965e-03,132.0977
uniform,8,4,4000,1200,2.109647e-03,2.769619e-05,1.921531e-03,1.604197e-04,8.637759e-01,9.358870e-03,158.7888
uniform,8,4,4000,1400,1.965189e-03,2.277242e-05,1.757680e-03,1.847365e-04,8.331558e-01,9.251239e-03,187.1954
uniform,8,4,4000,1600,1.833139e-03,1.870996e-05,1.604061e-03,2.103682e-04,8.024378e-01,9.143089e-03,213.4381
uniform,8,4,4000,1800,1.772371e-03,1.700854e-05,1.525485e-03,2.298767e-04,7.892347e-01,9.041473e-03,239.3788
uniform,8,4,4000,2000,1.700460e-03,1.496753e-05,1.427915e-03,2.575776e-04,7.700560e-01,8.920146e-03,265.2535
uniform,4,2,4000,0,2.030340e-01,1.044962e-03,1.704578e-01,3.153129e-02,1.762472e+00,2.087131e-03,0.1025
uniform,4,2,4000,200,6.280793e-02,1.969367e-03,5.269924e-02,8.139324e-03,7.526623e-01,3.389212e-03,15.6948
uniform,4,2,4000,400,2.215866e-02,7.972553e-04,1.382241e-02,7.538995e-03,3.791135e-01,1.575875e-03,30.9924
uniform,4,2,4000,600,1.085637e-02,1.659805e-03,5.604193e-03,3.592376e-03,2.603064e-01,1.081300e-03,46.5138
uniform,4,2,4000,800,6.580948e-03,1.324497e-03,3.037008e-03,2.219443e-03,1.964989e-01,6.703384e-04,62.0080
uniform,4,2,4000,1000,4.256799e-03,1.021401e-03,1.789605e-03,1.445793e-03,1.532319e-01,5.052134e-04,77.6467
uniform,4,2,4000,1200,3.048640e-03,8.760048e-04,1.193868e-03,9.787669e-04,1.268674e-01,4.160216e-04,93.1721
uniform,4,2,4000,1400,2.111135e-03,6.893752e-04,7.595891e-04,6.621707e-04,1.054739e-01,3.391516e-04,108.6335
uniform,4,2,4000,1600,1.577562e-03,5.771577e-04,5.165447e-04,4.838592e-04,9.067895e-02,2.964270e-04,124.2374
uniform,4,2,4000,1800,1.336960e-03,5.181697e-04,4.112888e-04,4.075019e-04,9.360022e-02,2.729615e-04,140.3686
uniform,4,2,4000,2000,9.736054e-04,3.847177e-04,2.945368e-04,2.943509e-04,7.258317e-02,2.441421e-04,155.9344
uniform,4,3,4000,0,8.541597e-02,2.363097e-03,6.972295e-02,1.332993e-02,9.292881e-01,3.810239e-03,0.0962
uniform,4,3,4000,200,3.880832e-02,7.805861e-04,3.192628e-02,6.101453e-03,6.056231e-01,2.758246e-03,15.7713
uniform,4,3,4000,400,1.496828e-02,1.043877e-03,9.714309e-03,4.210096e-03,3.412593e-01,1.395145e-03,31.5955
uniform,4,3,4000,600,9.524973e-03,1.519881e-03,5.575925e-03,2.429167e-03,2.680339e-01,1.189062e-03,47.4642
uniform,4,3,4000,800,5.941678e-03,1.390835e-03,2.893854e-03,1.656989e-03,2.001993e-01,7.158383e-04,62.9818
uniform,4,3,4000,1000,3.976505e-03,1.189484e-03,1.657373e-03,1.129649e-03,1.530894e-01,4.843242e-04,78.1158
uniform,4,3,4000,1200,2.860126e-03,1.032067e-03,1.042075e-03,7.859836e-04,1.240426e-01,4.030306e-04,93.9003
uniform,4,3,4000,1400,1.936801e-03,7.580659e-04,6.456516e-04,5.330835e-04,1.055530e-01,3.404491e-04,109.2492
uniform,4,3,4000,1600,1.551424e-03,6.055147e-04,5.045168e-04,4.413921e-04,9.486065e-02,3.032639e-04,124.6666
uniform,4,3,4000,1800,1.132055e-03,4.351531e-04,3.628164e-04,3.340859e-04,8.307391e-02,2.631685e-04,140.1492
uniform,4,3,4000,2000,9.361656e-04,3.404038e-04,3.072262e-04,2.885356e-04,7.696001e-02,2.461808e-04,155.4389
uniform,4,4,4000,0,1.602421e-01,3.463271e-02,9.734684e-02,2.826254e-02,1.970150e+00,2.373682e-03,0.1047
uniform,4,4,4000,200,4.802968e-02,1.363003e-03,4.043453e-02,6.232147e-03,7.544088e-01,3.424342e-03,15.5552
uniform,4,4,4000,400,1.958230e-02,5.573669e-04,1.275538e-02,6.269552e-03,4.108082e-01,1.880507e-03,30.8644
uniform,4,4,4000,600,1.357600e-02,9.776785e-04,8.904271e-03,3.694050e-03,3.654567e-01,1.568788e-03,46.1312
uniform,4,4,4000,800,9.377865e-03,1.004570e-03,5.660554e-03,2.712741e-03,2.752851e-01,1.095769e-03,61.4538
uniform,4,4,4000,1000,6.349227e-03,9.801030e-04,3.508196e-03,1.860927e-03,2.224997e-01,7.910547e-04,76.6654
uniform,4,4,4000,1200,4.456121e-03,8.917381e-04,2.357916e-03,1.206467e-03,1.839405e-01,6.308083e-04,92.0445
uniform,4,4,4000,1400,3.180444e-03,7.988520e-04,1.532833e-03,8.487582e-04,1.540272e-01,5.202084e-04,107.1865
uniform,4,4,4000,1600,2.429022e-03,7.354656e-04,1.064657e-03,6.288989e-04,1.334015e-01,4.596397e-04,122.9832
uniform,4,4,4000,1800,1.812300e-03,6.124690e-04,7.305598e-04,4.692714e-04,1.163586e-01,4.025961e-04,138.5757
uniform,4,4,4000,2000,1.478131e-03,5.257078e-04,5.653944e-04,3.870284e-04,1.056569e-01,3.717813e-04,154.0188
uniform,2,0,4000,0,2.798944e-01,1.907828e-03,2.595476e-01,1.843896e-02,7.851186e-01,1.434328e-03,0.0734
uniform,2,0,4000,200,1.924916e-02,4.622491e-03,7.706214e-03,6.920457e-03,1.912174e-01,3.505243e-04,10.7432
uniform,2,0,4000,400,2.213577e-03,6.446567e-04,7.098418e-04,8.590780e-04,3.261498e-02,1.329099e-04,21.6439
uniform,2,0,4000,600,1.180410e-03,3.518069e-04,3.363683e-04,4.922345e-04,2.356507e-02,9.563402e-05,31.7990
uniform,2,0,4000,800,7.845044e-04,2.465155e-04,2.176149e-04,3.203740e-04,1.848102e-02,7.637525e-05,42.0300
uniform,2,0,4000,1000,7.247961e-04,2.089538e-04,2.145902e-04,3.012522e-04,1.612417e-02,6.328365e-05,52.7329
uniform,2,0,4000,1200,4.273864e-04,1.401132e-04,1.154448e-04,1.718283e-04,1.377681e-02,5.499636e-05,63.0752
uniform,2,0,4000,1400,3.680738e-04,1.231984e-04,9.447518e-05,1.504003e-04,1.318577e-02,5.493992e-05,73.1538
uniform,2,0,4000,1600,2.741548e-04,9.356105e-05,7.192531e-05,1.086684e-04,1.090660e-02,4.849661e-05,83.2126
uniform,2,0,4000,1800,2.228146e-04,7.890794e-05,5.746228e-05,8.644439e-05,9.670430e-03,4.644492e-05,93.4227
uniform,2,0,4000,2000,2.072838e-04,7.866518e-05,5.240919e-05,7.620940e-05,9.077790e-03,4.375720e-05,103.7820
uniform,2,1,4000,0,3.476863e-01,2.752767e-02,2.950719e-01,2.508677e-02,8.069459e-01,1.766845e-03,0.0706
uniform,2,1,4000,200,1.308442e-02,4.043425e-03,5.532379e-03,3.508614e-03,1.346608e-01,2.809041e-04,11.5129
uniform,2,1,4000,400,2.405480e-03,6.785548e-04,8.747792e-04,8.521458e-04,3.577914e-02,1.392368e-04,23.1355
uniform,2,1,4000,600,1.212991e-03,3.864258e-04,3.685993e-04,4.579663e-04,2.349382e-02,1.131440e-04,33.9157
uniform,2,1,4000,800,9.043604e-04,3.094744e-04,2.665585e-04,3.283274e-04,1.870082e-02,8.261947e-05,44.5288
uniform,2,1,4000,1000,5.349678e-04,2.066901e-04,1.446674e-04,1.836103e-04,1.492488e-02,6.525808e-05,58.4579
uniform,2,1,4000,1200,4.151334e-04,1.657164e-04,1.130013e-04,1.364157e-04,1.292902e-02,5.557193e-05,71.7184
uniform,2,1,4000,1400,3.115125e-04,1.270199e-04,8.491876e-05,9.957377e-05,1.105229e-02,4.985237e-05,82.8246
uniform,2,1,4000,1600,2.715622e-04,1.121752e-04,7.416074e-05,8.522622e-05,1.023226e-02,4.763455e-05,93.6829
uniform,2,1,4000,1800,4.754792e-04,1.207932e-04,1.437034e-04,2.109826e-04,3.051464e-02,4.328398e-05,105.3083
uniform,2,1,4000,2000,2.009515e-04,8.667410e-05,5.390406e-05,6.037331e-05,8.724156e-03,4.450864e-05,119.9852
uniform,2,2,4000,0,3.942156e-01,3.351107e-02,3.526640e-01,8.040590e-03,7.783639e-01,1.626801e-03,0.0837
uniform,2,2,4000,200,2.683456e-02,4.939680e-03,1.324913e-02,8.645752e-03,1.592746e-01,4.038036e-04,15.1654
uniform,2,2,4000,400,3.896780e-03,1.234232e-03,1.564325e-03,1.098223e-03,4.460914e-02,1.396536e-04,26.6510
uniform,2,2,4000,600,1.535568e-03,5.855832e-04,4.981651e-04,4.518195e-04,2.549549e-02,9.008969e-05,37.9717
uniform,2,2,4000,800,9.525552e-04,3.812161e-04,2.763183e-04,2.950208e-04,1.916563e-02,6.969570e-05,50.5029
uniform,2,2,4000,1000,2.701282e-03,3.700988e-04,1.091956e-03,1.239227e-03,1.212355e-01,8.935724e-05,61.9922
uniform,2,2,4000,1200,4.799303e-04,1.937506e-04,1.293839e-04,1.567959e-04,1.330092e-02,5.078417e-05,74.1265
uniform,2,2,4000,1400,6.417100e-04,1.516248e-04,2.423620e-04,2.477233e-04,3.412201e-02,6.395218e-05,85.1344
uniform,2,2,4000,1600,3.602527e-04,1.229174e-04,1.086381e-04,1.286973e-04,1.569730e-02,3.642705e-05,100.4672
uniform,2,2,4000,1800,2.262742e-04,9.234805e-05,5.850858e-05,7.541761e-05,9.056673e-03,4.386898e-05,112.3939
uniform,2,2,4000,2000,2.020966e-04,8.438026e-05,5.207683e-05,6.563948e-05,8.440878e-03,4.280318e-05,124.4556
uniform,2,3,4000,0,2.710623e-01,4.186964e-03,2.590921e-01,7.783238e-03,9.595116e-01,1.607462e-03,0.0947
uniform,2,3,4000,200,3.861811e-02,6.339416e-03,1.943708e-02,1.284162e-02,2.061154e-01,5.841208e-04,11.1449
uniform,2,3,4000,400,3.300937e-03,9.694774e-04,1.337597e-03,9.938623e-04,5.763565e-02,1.661708e-04,22.7650
uniform,2,3,4000,600,3.009213e-03,4.915673e-04,1.131715e-03,1.385931e-03,3.116921e-02,7.524222e-05,33.7269
uniform,2,3,4000,800,8.038916e-03,8.541545e-04,3.177391e-03,4.007370e-03,2.060304e-01,1.219319e-04,44.4044
uniform,2,3,4000,1000,5.681108e-04,2.371743e-04,1.549627e-04,1.759739e-04,1.554364e-02,5.731650e-05,54.9543
uniform,2,3,4000,1200,4.508057e-04,1.951777e-04,1.158079e-04,1.398201e-04,1.327468e-02,5.313121e-05,65.3959
uniform,2,3,4000,1400,3.434221e-04,1.488329e-04,8.635575e-05,1.082334e-04,1.139702e-02,5.100913e-05,76.6487
uniform,2,3,4000,1600,2.845782e-04,1.275349e-04,6.960607e-05,8.743726e-05,1.007089e-02,4.870008e-05,88.4433
uniform,2,3,4000,1800,2.545817e-04,1.188854e-04,6.054971e-05,7.514663e-05,9.351832e-03,4.711720e-05,99.2540
uniform,2,3,4000,2000,2.108964e-04,9.773108e-05,5.060872e-05,6.255654e-05,8.400312e-03,4.378025e-05,110.0508
uniform,2,4,4000,0,2.588915e-01,3.974103e-03,2.126409e-01,4.227647e-02,1.297479e+00,2.046920e-03,0.0710
uniform,2,4,4000,200,2.825783e-02,6.225022e-03,1.317828e-02,8.854525e-03,1.697974e-01,3.735027e-04,10.8906
uniform,2,4,4000,400,4.673375e-03,8.707521e-04,1.864168e-03,1.938455e-03,1.148918e-01,1.423853e-04,22.0618
uniform,2,4,4000,600,1.471222e-03,4.338291e-04,4.423039e-04,5.950889e-04,2.603719e-02,1.108736e-04,32.9699
uniform,2,4,4000,800,8.188136e-04,2.813788e-04,2.193709e-04,3.180639e-04,1.872920e-02,7.992776e-05,44.4011
uniform,2,4,4000,1000,5.246812e-04,1.981049e-04,1.319755e-04,1.946008e-04,1.440066e-02,6.120564e-05,55.0039
uniform,2,4,4000,1200,9.206736e-03,6.541605e-04,4.290595e-03,4.261980e-03,2.059742e-01,1.395489e-04,65.6406
uniform,2,4,4000,1400,2.937648e-04,1.337793e-04,6.468641e-05,9.529911e-05,1.001488e-02,4.689600e-05,76.3505
uniform,2,4,4000,1600,2.540017e-04,1.195155e-04,5.365651e-05,8.082966e-05,9.190131e-03,4.556558e-05,86.9037
uniform,2,4,4000,1800,2.170022e-04,1.062384e-04,4.527777e-05,6.548602e-05,8.502642e-03,4.280192e-05,97.5841
uniform,2,4,4000,2000,1.882875e-04,8.914479e-05,3.964814e-05,5.949456e-05,1.011899e-02,3.654686e-05,109.4094
