d,seed,step,loss,loss_r,loss_tc,loss_bc,rel_sd,stderr_sd,rel_rms,train_seconds
8,0,2750,9.901193e-03,7.726141e-03,1.299031e-03,8.760205e-04,4.428182e-02,1.194264e-04,1.540424e-02,403.5548
8,0,3000,1.061998e-02,7.467236e-03,1.525683e-03,1.627063e-03,6.393344e-02,1.374330e-04,2.224041e-02,430.3206
8,0,3250,7.251448e-03,5.703644e-03,5.459721e-04,1.001832e-03,4.191084e-02,1.009224e-04,1.457945e-02,458.9649
8,0,3500,5.912415e-03,4.912500e-03,4.768014e-04,5.231138e-04,4.068391e-02,1.043884e-04,1.415264e-02,484.9718
8,0,3750,5.290512e-03,4.393348e-03,4.313205e-04,4.658433e-04,3.863623e-02,9.962591e-05,1.344032e-02,511.6487
8,0,4000,4.876961e-03,4.059914e-03,3.836141e-04,4.334335e-04,3.736737e-02,9.665909e-05,1.299892e-02,545.4363
8,0,4250,4.504154e-03,3.749450e-03,3.545512e-04,4.001525e-04,3.650918e-02,9.456805e-05,1.270038e-02,578.5401
8,0,4500,4.054653e-03,3.401441e-03,3.114839e-04,3.417287e-04,3.617618e-02,9.294046e-05,1.258454e-02,605.8758
8,0,4750,3.779128e-03,3.151481e-03,2.838423e-04,3.438054e-04,3.344045e-02,8.582201e-05,1.163287e-02,631.7832
8,0,5000,3.549705e-03,2.933205e-03,2.626033e-04,3.538971e-04,3.218056e-02,8.350919e-05,1.119460e-02,657.8447
8,1,0,2.223688e+01,1.530116e+01,1.246872e+00,5.688849e+00,3.079607e+00,3.362413e-03,1.071297e+00,0.1056
8,1,250,1.947317e+00,9.243037e-01,2.974049e-01,7.256081e-01,1.498818e+00,3.039090e-03,5.213913e-01,26.8884
8,1,500,1.110843e+00,4.849828e-01,2.212455e-01,4.046147e-01,1.297550e+00,2.672059e-03,4.513764e-01,53.4619
8,1,750,7.221336e-01,2.608355e-01,1.682390e-01,2.930591e-01,1.083719e+00,2.454510e-03,3.769914e-01,78.9670
8,1,1000,5.796332e-01,2.288687e-01,1.312838e-01,2.194806e-01,9.554563e-01,2.301554e-03,3.323729e-01,105.4372
8,1,1250,4.132395e-01,1.907510e-01,8.952899e-02,1.329595e-01,7.485702e-01,2.047111e-03,2.604038e-01,130.8771
8,1,1500,2.347185e-01,1.301076e-01,4.999702e-02,5.461391e-02,4.643918e-01,1.764754e-03,1.615471e-01,157.8042
8,1,1750,9.349094e-02,6.403887e-02,1.620629e-02,1.324577e-02,2.135386e-01,4.177339e-04,7.428329e-02,183.9887
8,1,2000,3.285301e-02,2.429186e-02,4.447900e-03,4.113245e-03,9.702670e-02,2.426256e-04,3.375251e-02,210.2699
8,1,2250,2.129343e-02,1.583741e-02,2.669002e-03,2.787016e-03,7.371485e-02,1.978084e-04,2.564306e-02,236.1958
8,1,2500,2.385323e-02,1.514662e-02,3.005002e-03,5.701614e-03,1.032995e-01,2.029610e-04,3.593461e-02,262.4367
8,1,2750,1.176912e-02,9.227064e-03,1.361207e-03,1.180850e-03,6.525582e-02,1.552859e-04,2.270043e-02,288.3377
8,1,3000,9.351384e-03,7.260118e-03,1.067681e-03,1.023585e-03,5.197296e-02,1.320643e-04,1.807974e-02,314.6592
8,1,3250,8.308637e-02,3.660325e-02,1.145363e-02,3.502950e-02,1.956402e-01,2.082430e-04,6.805703e-02,341.1726
8,1,3500,6.814790e-03,5.335123e-03,7.256173e-04,7.540498e-04,4.426664e-02,1.120853e-04,1.539896e-02,367.4980
8,1,3750,6.268640e-03,4.906125e-03,6.149493e-04,7.475652e-04,4.590713e-02,1.139802e-04,1.596963e-02,395.0988
8,1,4000,5.485787e-03,4.326053e-03,6.285487e-04,5.311852e-04,3.900555e-02,9.869848e-05,1.356879e-02,423.0072
8,1,4250,4.960312e-03,3.946091e-03,4.593522e-04,5.548694e-04,3.663782e-02,9.299953e-05,1.274513e-02,451.1181
8,1,4500,8.206822e-02,6.517306e-02,1.850080e-03,1.504508e-02,2.173211e-01,2.765016e-04,7.559909e-02,477.8188
8,1,4750,3.782045e-03,3.085934e-03,3.494510e-04,3.466601e-04,3.538658e-02,8.782445e-05,1.230987e-02,504.5602
8,1,5000,3.887780e-03,3.045534e-03,3.247629e-04,5.174836e-04,3.312097e-02,7.993095e-05,1.152173e-02,536.6997
8,2,0,2.198821e+01,1.555554e+01,1.019192e+00,5.413476e+00,3.076823e+00,3.429865e-03,1.070329e+00,0.1269
8,2,250,2.706415e+00,1.824409e+00,1.885842e-01,6.934217e-01,1.757861e+00,3.762180e-03,6.115040e-01,29.8381
8,2,500,5.455373e+00,2.778593e+00,1.195098e+00,1.481682e+00,1.120999e+00,2.583636e-03,3.899599e-01,56.3620
8,2,750,9.498534e-01,3.818072e-01,1.823397e-01,3.857065e-01,1.196600e+00,2.569908e-03,4.162593e-01,82.4350
8,2,1000,6.693577e-01,2.908421e-01,1.361382e-01,2.423773e-01,9.704148e-01,2.432575e-03,3.375765e-01,109.4284
8,2,1250,3.411344e-01,1.807774e-01,6.562870e-02,9.472836e-02,6.451018e-01,2.353802e-03,2.244104e-01,136.2791
8,2,1500,1.599617e-01,8.572203e-02,4.176508e-02,3.247457e-02,4.286289e-01,1.298709e-03,1.491064e-01,162.3474
8,2,1750,5.046938e-02,3.607037e-02,8.088781e-03,6.310230e-03,1.358183e-01,6.463413e-04,4.724689e-02,189.0473
8,2,2000,2.613056e-02,1.971389e-02,3.549851e-03,2.866825e-03,9.271764e-02,3.305704e-04,3.225352e-02,214.6528
8,2,2250,1.742234e-02,1.331717e-02,2.197251e-03,1.907916e-03,7.513397e-02,2.545855e-04,2.613672e-02,241.2019
8,2,2500,1.328520e-02,1.017392e-02,1.637469e-03,1.473818e-03,6.990798e-02,2.110826e-04,2.431877e-02,267.5693
8,2,2750,1.193265e-02,8.940960e-03,1.554492e-03,1.437201e-03,6.950055e-02,1.835101e-04,2.417704e-02,293.4214
8,2,3000,8.458215e-03,6.536664e-03,9.756919e-04,9.458589e-04,5.252228e-02,1.758814e-04,1.827083e-02,319.5108
8,2,3250,1.462149e-02,8.163624e-03,2.953847e-03,3.504022e-03,5.692201e-02,1.659760e-04,1.980136e-02,344.7602
8,2,3500,9.175155e-03,6.474932e-03,6.338570e-04,2.066367e-03,5.090955e-02,1.609557e-04,1.770981e-02,371.1989
8,2,3750,5.278197e-03,4.213923e-03,5.140489e-04,5.502251e-04,4.360814e-02,1.309514e-04,1.516989e-02,398.6367
8,2,4000,4.684081e-03,3.705157e-03,4.256774e-04,5.532460e-04,3.630287e-02,1.231283e-04,1.262862e-02,426.7551
8,2,4250,4.262285e-03,3.453850e-03,3.867179e-04,4.217169e-04,4.971713e-02,1.143438e-04,1.729501e-02,453.9755
8,2,4500,5.265216e-03,4.301020e-03,4.183416e-04,5.458543e-04,3.584953e-02,1.111610e-04,1.247091e-02,481.3196
8,2,4750,1.219441e-02,6.454187e-03,2.583240e-03,3.156978e-03,8.883232e-02,1.112974e-04,3.090194e-02,509.2326
8,2,5000,8.011708e-03,6.577251e-03,9.427306e-04,4.917267e-04,4.450782e-02,1.039569e-04,1.548286e-02,536.4675
16,0,0,5.822886e+01,3.761386e+01,4.998309e+00,1.561669e+01,3.845016e+00,3.846995e-03,1.048813e+00,0.3150
16,0,250,3.577332e+00,2.352499e+00,3.446972e-01,8.801365e-01,1.506407e+00,3.419896e-03,4.109057e-01,49.1381
16,0,500,1.346873e+00,8.081344e-01,2.132738e-01,3.254652e-01,1.278814e+00,2.817691e-03,3.488247e-01,99.7404
16,0,750,1.045492e+00,6.807890e-01,1.527117e-01,2.119913e-01,1.202899e+00,2.702830e-03,3.281173e-01,151.6977
16,0,1000,7.252492e-01,4.402861e-01,1.296689e-01,1.552941e-01,1.194537e+00,2.744778e-03,3.258362e-01,203.1632
16,0,1250,5.724405e-01,3.455499e-01,1.077849e-01,1.191056e-01,1.169459e+00,2.724123e-03,3.189957e-01,254.4286
16,0,1500,4.581483e-01,2.757569e-01,8.930668e-02,9.308472e-02,1.143270e+00,2.697270e-03,3.118522e-01,306.5346
16,0,1750,4.298636e-01,2.518315e-01,9.013930e-02,8.789274e-02,1.110705e+00,2.557601e-03,3.029692e-01,356.5502
16,0,2000,2.904672e-01,1.855285e-01,5.397704e-02,5.096169e-02,1.105269e+00,2.686289e-03,3.014864e-01,406.9994
16,0,2250,2.352264e-01,1.542154e-01,4.240893e-02,3.860209e-02,1.090823e+00,2.677875e-03,2.975461e-01,457.9961
16,0,2500,4.229439e+01,3.607895e+01,5.561371e-01,5.659298e+00,1.968571e+00,3.209216e-03,5.369711e-01,510.7814
16,0,2750,3.330347e+00,1.645964e+00,4.555119e-01,1.228871e+00,1.515631e+00,3.280835e-03,4.134219e-01,561.7264
16,0,3000,1.530232e+00,9.084970e-01,2.315707e-01,3.901642e-01,1.076660e+00,2.351174e-03,2.936827e-01,612.8110
16,0,3250,8.830390e-01,5.549300e-01,1.402347e-01,1.878743e-01,9.013826e-01,2.099995e-03,2.458720e-01,665.2942
16,0,3500,6.151424e-01,3.837534e-01,1.020245e-01,1.293645e-01,8.348651e-01,2.097258e-03,2.277279e-01,713.1362
16,0,3750,4.817528e-01,3.006471e-01,8.226944e-02,9.883633e-02,8.020089e-01,2.123229e-03,2.187656e-01,761.1855
16,0,4000,3.965791e-01,2.490856e-01,6.905587e-02,7.843766e-02,7.766678e-01,2.133416e-03,2.118533e-01,809.4365
16,0,4250,3.334502e-01,2.107482e-01,5.902819e-02,6.367383e-02,7.534482e-01,2.133867e-03,2.055196e-01,857.8135
16,0,4500,2.825543e-01,1.795940e-01,5.072408e-02,5.223620e-02,7.316940e-01,2.131583e-03,1.995857e-01,907.2467
16,0,4750,2.474415e-01,1.524769e-01,4.994606e-02,4.501858e-02,7.100226e-01,1.999061e-03,1.936743e-01,955.4415
16,0,5000,2.057838e-01,1.331087e-01,3.694833e-02,3.572677e-02,6.937415e-01,2.120864e-03,1.892333e-01,1003.4068
16,1,0,5.994670e+01,4.052614e+01,4.466403e+00,1.495416e+01,3.830377e+00,3.436488e-03,1.044820e+00,1.4207
16,1,250,3.524826e+00,2.233038e+00,4.099425e-01,8.818457e-01,1.512393e+00,3.419653e-03,4.125386e-01,51.1325
16,1,500,1.515946e+00,8.783652e-01,2.656009e-01,3.719802e-01,1.315046e+00,2.947814e-03,3.587078e-01,99.0395
16,1,750,1.043622e+00,6.178069e-01,1.900636e-01,2.357515e-01,1.273756e+00,2.929458e-03,3.474451e-01,147.8544
16,1,1000,4.989318e+00,3.002401e+00,4.715306e-01,1.515386e+00,1.679116e+00,3.862248e-03,4.580160e-01,195.7974
16,1,1250,2.171398e+00,1.316563e+00,2.506478e-01,6.041871e-01,1.309668e+00,2.967567e-03,3.572409e-01,243.8605
16,1,1500,1.122062e+00,6.708649e-01,1.634151e-01,2.877824e-01,1.213383e+00,2.740374e-03,3.309770e-01,292.1523
16,1,1750,7.650936e-01,4.627866e-01,1.209491e-01,1.813579e-01,1.174461e+00,2.698473e-03,3.203603e-01,339.5985
16,1,2000,5.901483e-01,3.623554e-01,9.540843e-02,1.323845e-01,1.144009e+00,2.661525e-03,3.120538e-01,388.0912
16,1,2250,4.662917e-01,2.906576e-01,7.513967e-02,1.004944e-01,1.115820e+00,2.613786e-03,3.043646e-01,436.5750
16,1,2500,3.747691e-01,2.389621e-01,5.826834e-02,7.753860e-02,1.091444e+00,2.586902e-03,2.977155e-01,484.8775
16,1,2750,3.129513e-01,2.046983e-01,4.717720e-02,6.107585e-02,1.070964e+00,2.579883e-03,2.921289e-01,533.0509
16,1,3000,2.992481e-01,1.815005e-01,5.752128e-02,6.022632e-02,1.049445e+00,2.392200e-03,2.862592e-01,581.0231
16,1,3250,2.293814e-01,1.541672e-01,3.456023e-02,4.065398e-02,1.041718e+00,2.595271e-03,2.841517e-01,629.3158
16,1,3500,1.888434e-01,1.245881e-01,3.024192e-02,3.401339e-02,1.019406e+00,2.441390e-03,2.780654e-01,678.8140
16,1,3750,1.666748e-01,1.155473e-01,2.287151e-02,2.825601e-02,1.014271e+00,2.493486e-03,2.766649e-01,727.3241
16,1,4000,1.463401e-01,9.767106e-02,2.455761e-02,2.411143e-02,9.966322e-01,2.413813e-03,2.718534e-01,775.5003
16,1,4250,1.093735e-01,7.903057e-02,1.429828e-02,1.604461e-02,9.968455e-01,2.523324e-03,2.719116e-01,824.4997
16,1,4500,1.672581e-01,1.085091e-01,3.350832e-02,2.524059e-02,1.010011e+00,2.696758e-03,2.755027e-01,873.7761
16,1,4750,8.916138e-02,6.553821e-02,1.204585e-02,1.157733e-02,9.903335e-01,2.564595e-03,2.701353e-01,921.9387
16,1,5000,7.578845e-02,5.568632e-02,1.044584e-02,9.656288e-03,9.683265e-01,2.443145e-03,2.641324e-01,971.0836
16,2,0,6.051649e+01,4.126012e+01,4.260095e+00,1.499628e+01,3.778566e+00,3.454808e-03,1.030687e+00,0.3058
16,2,250,3.610926e+00,2.381278e+00,3.885837e-01,8.410648e-01,1.547361e+00,3.507719e-03,4.220768e-01,48.2216
16,2,500,1.361621e+00,8.232560e-01,2.256660e-01,3.126988e-01,1.291081e+00,2.953344e-03,3.521708e-01,104.7541
16,2,750,9.984567e-01,5.838199e-01,1.851417e-01,2.294951e-01,1.247503e+00,2.927146e-03,3.402840e-01,164.2376
16,2,1000,7.489899e-01,4.313079e-01,1.484659e-01,1.692161e-01,1.221075e+00,2.935400e-03,3.330752e-01,220.6870
16,2,1250,5.847125e-01,3.413763e-01,1.181966e-01,1.251397e-01,1.200048e+00,2.932239e-03,3.273396e-01,282.9634
16,2,1500,4.719495e-01,2.904900e-01,9.501935e-02,8.644012e-02,1.190287e+00,2.977703e-03,3.246771e-01,337.4431
16,2,1750,4.055239e-01,2.341940e-01,8.759035e-02,8.373953e-02,1.163616e+00,2.891456e-03,3.174018e-01,388.2301
16,2,2000,4.423635e+00,2.355794e+00,5.199531e-01,1.547888e+00,1.603667e+00,3.535762e-03,4.374354e-01,437.3586
16,2,2250,1.812549e+00,1.080216e+00,2.079479e-01,5.243847e-01,1.070095e+00,2.460880e-03,2.918921e-01,484.9160
16,2,2500,9.602011e-01,6.087592e-01,1.307871e-01,2.206549e-01,8.720298e-01,2.305632e-03,2.378654e-01,532.8764
16,2,2750,5.775191e-01,3.704888e-01,8.278200e-02,1.242483e-01,7.633715e-01,2.353310e-03,2.082264e-01,584.4632
16,2,3000,3.769416e-01,2.493547e-01,5.361583e-02,7.397103e-02,6.741101e-01,2.323922e-03,1.838784e-01,635.7233
16,2,3250,2.687239e-01,1.811891e-01,3.826950e-02,4.926527e-02,6.090446e-01,2.299858e-03,1.661304e-01,688.9639
16,2,3500,2.038826e-01,1.385417e-01,2.944447e-02,3.589638e-02,5.664050e-01,2.290738e-03,1.544995e-01,739.2053
16,2,3750,2.098587e-01,1.393417e-01,3.334321e-02,3.717375e-02,5.573062e-01,2.069692e-03,1.520176e-01,789.2792
16,2,4000,1.309556e-01,8.943205e-02,1.968433e-02,2.183922e-02,5.130929e-01,2.282500e-03,1.399574e-01,850.3949
16,2,4250,1.227005e-01,8.177383e-02,2.007876e-02,2.084792e-02,5.010287e-01,2.166737e-03,1.366666e-01,993.0668
16,2,4500,9.212830e-02,6.314658e-02,1.421581e-02,1.476591e-02,4.792842e-01,2.267718e-03,1.307353e-01,1180.3110
16,2,4750,9.359656e-02,5.758064e-02,1.523731e-02,2.077860e-02,4.708918e-01,2.237293e-03,1.284461e-01,1339.1859
16,2,5000,6.795902e-02,4.703319e-02,1.050940e-02,1.041644e-02,4.538770e-01,2.245824e-03,1.238050e-01,1436.4066
